time/iterations,time/time_elapsed,time/total_timesteps,time/fps,rew_vec_envs,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/loss,train/std,train/clip_range,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates
20,1270,1703936,515,1001.4507117271423,-0.007183115489169722,0.001,4353.393392944336,443.0921630859375,0.6933776140213013,0.2,0.7824157923460007,-4.194592663645745,0.009402432,0.083447265625,510
21,1334,1736704,515,1193.8553886413574,-0.007377969429217046,0.001,5586.059515190124,1053.0067138671875,0.6870090365409851,0.2,0.7348752617835999,-4.167741949856281,0.009296833,0.07490234375,520
22,1402,1769472,514,1122.1721770763397,-0.006895805601743632,0.001,7231.565500640869,772.03564453125,0.6822676658630371,0.2,0.7136060893535614,-4.139512315392494,0.008488665,0.066949462890625,530
23,1471,1802240,512,1476.163406610489,-0.006273569398035761,0.001,5850.5138120651245,1058.4129638671875,0.6758153438568115,0.2,0.7660841643810272,-4.1064432799816135,0.008301591,0.0654266357421875,540
24,1539,1835008,510,1214.7336708307266,-0.007682799006215646,0.001,4914.531522655487,536.8399658203125,0.6678097248077393,0.2,0.7604680806398392,-4.065788924694061,0.011876877,0.094049072265625,550
25,1604,1867776,510,1488.6739177703857,-0.006863184699977864,0.001,7149.152523994446,1158.9794921875,0.6613175868988037,0.2,0.7320002317428589,-4.021203523129225,0.009237535,0.0706268310546875,560
26,1671,1900544,509,1255.790679216385,-0.006411065097927349,0.001,7051.247463798523,1347.819091796875,0.6586400270462036,0.2,0.7330502271652222,-3.992718650773168,0.007830863,0.0621002197265625,570
27,1739,1933312,508,1335.8504495620728,-0.007156770482106367,0.001,7927.332082366944,1023.407958984375,0.6543999910354614,0.2,0.6919459402561188,-3.970301265642047,0.008171211,0.062823486328125,580
28,1806,1966080,508,842.8189929127693,-0.006390783480310347,0.001,6499.956406784057,1088.760986328125,0.6478724479675293,0.2,0.716747522354126,-3.9391023579984905,0.008065306,0.0654937744140625,590
29,1871,1998848,507,1148.0320854187012,-0.007334913082740968,0.001,6208.551075935364,946.0772094726562,0.6457241773605347,0.2,0.714896559715271,-3.912274768576026,0.008417886,0.066363525390625,600
30,1936,2031616,507,1038.7838954925537,-0.007296988079542643,0.001,7696.451434326172,1192.701904296875,0.6393345594406128,0.2,0.690937727689743,-3.8877112969756125,0.008789058,0.067022705078125,610
31,2000,2064384,507,1459.4021763801575,-0.006793502861182787,0.001,8091.205945587159,1166.025390625,0.6330136060714722,0.2,0.68061962723732,-3.8430255237966775,0.0084740035,0.0688446044921875,620
32,2065,2097152,507,1678.1574387550354,-0.007171805304460576,0.001,6955.933143806457,926.4214477539062,0.6268630027770996,0.2,0.7026539444923401,-3.8064467433840035,0.009642704,0.077435302734375,630
