time/total_timesteps,time/iterations,time/time_elapsed,time/fps,rew_vec_envs,train/approx_kl,train/entropy_loss,train/clip_fraction,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/n_updates,train/std,train/explained_variance,train/value_loss
1556480,95,3173,490,65.73728799819946,0.013653409,-4.815366018936038,0.10413818359375,43.79388427734375,-0.001054998935887852,0.2,0.0001,940,0.8063810467720032,0.7955238968133926,57.60347558185458
1572864,96,3208,490,151.60325288772583,0.010541553,-4.8113177958875895,0.0880126953125,24.180212020874023,-0.0016527486163795402,0.2,0.0001,950,0.8076576590538025,0.7082984745502472,113.21511898785829
1589248,97,3244,489,75.15038347244263,0.006926064,-4.814455866441131,0.06993408203125,26.886016845703125,-0.001024254166350147,0.2,0.0001,960,0.807999849319458,0.7009716928005219,116.8029893733561
1605632,98,3280,489,177.96555995941162,0.011220416,-4.8016363807022575,0.143646240234375,13.266865730285645,-0.0014176265256992337,0.2,0.0001,970,0.803800106048584,0.8223909288644791,31.869507867470382
1622016,99,3316,489,89.69770193099976,0.009100923,-4.790186170116067,0.0904541015625,10.026182174682617,-0.0020256680073543975,0.2,0.0001,980,0.8002957701683044,0.7550609558820724,73.01186220943927
1638400,100,3352,488,45.27971911430359,0.006198922,-4.777759635820985,0.03997802734375,160.62979125976562,-0.0016613626348771504,0.2,0.0001,990,0.79947829246521,0.782093271613121,196.2212976127863
1654784,101,3387,488,80.50622057914734,0.008010869,-4.775956524163485,0.074847412109375,11.973329544067383,-0.0014303374224255093,0.2,0.0001,1000,0.7999333739280701,0.8396140187978745,96.49494819268584
1671168,102,3422,488,108.02622842788696,0.010166368,-4.7715398229658605,0.094842529296875,13.513724327087402,-0.0017057763238881307,0.2,0.0001,1010,0.7974802255630493,0.8487982451915741,81.92873531654477
1687552,103,3456,488,94.92210483551025,0.008122972,-4.761651334539056,0.081170654296875,40.2379264831543,-0.002635541135623498,0.2,0.0001,1020,0.7966548800468445,0.8033692240715027,161.76918861567975
1703936,104,3491,488,121.95561075210571,0.007295034,-4.7523264940828085,0.07564697265625,46.87968826293945,-0.0016660492941809935,0.2,0.0001,1030,0.7941362261772156,0.8299082517623901,136.52353563010692
1720320,105,3526,487,105.90916061401367,0.010101149,-4.734596133604645,0.098876953125,14.21200942993164,-0.0014565227394086832,0.2,0.0001,1040,0.7894924879074097,0.8241834044456482,122.12845886945725
1736704,106,3559,487,80.72138214111328,0.009213053,-4.7195531211793424,0.07205810546875,128.45591735839844,-0.0023220260445668828,0.2,0.0001,1050,0.7872447371482849,0.8189736753702164,167.57128984034063
1753088,107,3594,487,152.6383581161499,0.008314216,-4.697417236492038,0.096527099609375,55.300472259521484,-0.00202617013364943,0.2,0.0001,1060,0.7829939723014832,0.8411066681146622,99.69411560148001
1769472,108,3630,487,171.53915119171143,0.0068183243,-4.681464256346226,0.071820068359375,186.3518524169922,-0.002271587504947092,0.2,0.0001,1070,0.780257523059845,0.8334098756313324,211.82282921075821
