rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/std,train/learning_rate,train/n_updates
-61.26909,,,,,0.7907740324735641,-0.0004505704448092729,234272.18374023438,0.2,0.0,108874.9765625,-5.620246376097202,0.0006195948,0.9863402843475342,0.0001,1470
-49.7907,,,,,,,,,,,,,,,
,24,4849664,903,870,,,,,,,,,,,
-44.706547,,,,,0.8327196687459946,-0.0006157856434583664,203254.80073242186,0.2,6.103515625e-06,95200.84375,-5.619585490226745,0.00056836475,0.9861803650856018,0.0001,1480
-47.78264,,,,,,,,,,,,,,,
,25,4882432,942,869,,,,,,,,,,,
-54.840393,,,,,0.8363075256347656,-0.0009270823360566282,193355.7587890625,0.2,6.103515625e-05,96022.8203125,-5.618769659101963,0.0011276493,0.9859144687652588,0.0001,1490
-50.06238,,,,,,,,,,,,,,,
,26,4915200,981,867,,,,,,,,,,,
-51.25168,,,,,0.8297701179981232,-0.0003119861921732081,214802.22880859376,0.2,0.0,104887.65625,-5.617880891263485,0.00017554633,0.9857639074325562,0.0001,1500
-57.202347,,,,,,,,,,,,,,,
,27,4947968,1018,868,,,,,,,,,,,
-51.29903,,,,,0.8092759251594543,-0.0012545145844342187,248978.40932617188,0.2,0.0021148681640625,115601.3359375,-5.616611590981483,0.0023953016,0.9852358102798462,0.0001,1510
-50.774498,,,,,,,,,,,,,,,
,28,4980736,1056,868,,,,,,,,,,,
-49.017113,,,,,0.7918863296508789,-0.0006777065784262959,285112.2109375,0.2,4.57763671875e-05,137127.84375,-5.614425382018089,0.000851525,0.9847375154495239,0.0001,1520
-54.633125,,,,,,,,,,,,,,,
,29,5013504,1094,867,,,,,,,,,,,
-54.3307,,,,,0.8328300565481186,-0.0006978754776355345,238705.8031738281,0.2,2.44140625e-05,120214.109375,-5.61233951151371,0.00069851,0.98423832654953,0.0001,1530
-52.949776,,,,,,,,,,,,,,,
,30,5046272,1134,866,,,,,,,,,,,
-48.031143,,,,,0.82609523832798,-0.0008763729449128733,225963.4240234375,0.2,8.544921875e-05,102270.8125,-5.611021091043949,0.0011312403,0.9841548204421997,0.0001,1540
-56.06569,,,,,,,,,,,,,,,
,31,5079040,1184,857,,,,,,,,,,,
