time/time_elapsed,rew_vec_envs,time/total_timesteps,time/fps,time/iterations,train/clip_range,train/loss,train/entropy_loss,train/n_updates,train/clip_fraction,train/std,train/explained_variance,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/learning_rate
1456,56.9957013130188,786432,539,48,0.2,3.83453631401062,-5.264005019515753,470,0.149224853515625,0.9034208655357361,0.634760707616806,0.012535479,22.272333408053964,-0.00014022126479176222,0.0001
1487,59.78147506713867,802816,539,49,0.2,1.1323375701904297,-5.251572833582759,480,0.15443115234375,0.90128493309021,0.554727703332901,0.012118937,21.51535643218085,0.00033882160705616115,0.0001
1519,60.770907402038574,819200,539,50,0.2,4.701310634613037,-5.2474275305867195,490,0.101422119140625,0.9008105397224426,0.2690231204032898,0.008465754,118.22832948938012,-0.001206036757230322,0.0001
1551,93.92806339263916,835584,538,51,0.2,1.7656495571136475,-5.245333136245608,500,0.137432861328125,0.900015652179718,0.5608059465885162,0.013185683,23.23703410308808,-0.0008730042786737613,0.0001
1582,109.78159427642822,851968,538,52,0.2,15.36605453491211,-5.234039423987269,510,0.158270263671875,0.8966192603111267,0.5576081275939941,0.0136101935,29.36095632109791,0.0008258284700787044,0.0001
1615,119.18599653244019,868352,537,53,0.2,4.95375919342041,-5.220743464678526,520,0.1029541015625,0.894451916217804,0.3036232590675354,0.009372609,111.13807232193649,-0.0012309636973895977,0.0001
1652,67.06482934951782,884736,535,54,0.2,6.271780967712402,-5.22453659363091,530,0.159112548828125,0.8976191878318787,0.35726064443588257,0.017691847,127.34476121552288,6.998354547249619e-06,0.0001
1691,95.93542194366455,901120,532,55,0.2,2.900055408477783,-5.223987562581897,540,0.14080810546875,0.8959736824035645,0.6403198838233948,0.0123613775,19.460527960490435,-9.701943217805819e-05,0.0001
1728,67.42237091064453,917504,530,56,0.2,5.188602924346924,-5.2174732681363825,550,0.12733154296875,0.8944085240364075,0.5217175483703613,0.011167334,42.54577729571611,3.108129176325747e-05,0.0001
1766,66.53466558456421,933888,528,57,0.2,3.663792848587036,-5.206984467804432,560,0.1420654296875,0.8918251991271973,0.6729627847671509,0.013979188,13.973286523856222,-0.0015306683777453144,0.0001
1804,68.97383069992065,950272,526,58,0.2,3.834467649459839,-5.19791755862534,570,0.10562744140625,0.8895285129547119,0.43256521224975586,0.012792358,110.818827290833,-0.0008144568889292714,0.0001
1842,56.64029264450073,966656,524,59,0.2,1.870256781578064,-5.197069254145026,580,0.13822021484375,0.8915987610816956,0.7022095322608948,0.010748458,11.68294727075845,0.0010937603499769466,0.0001
1880,92.47719717025757,983040,522,60,0.2,5.5824689865112305,-5.202879149839282,590,0.115478515625,0.8916510343551636,0.28298842906951904,0.010365667,108.26032930258661,-0.001283073785907618,0.0001
1917,72.04505109786987,999424,521,61,0.2,27.28107452392578,-5.197022230923176,600,0.13359375,0.8898903131484985,0.3852667808532715,0.013808286,87.84297422301024,0.0007143755478409731,0.0001
1951,71.36459922790527,1015808,520,62,0.2,1.5282211303710938,-5.193276464939117,610,0.16873779296875,0.8897595405578613,0.8034156113862991,0.0136674065,8.209768550749867,0.0022069861197451246,0.0001
1983,61.22156476974487,1032192,520,63,0.2,13.008769035339355,-5.187728006392717,620,0.095391845703125,0.8877848386764526,0.30262118577957153,0.0088915285,139.02631289735436,-0.000902020763624023,0.0001
2015,60.934627532958984,1048576,520,64,0.2,2.0500686168670654,-5.1749082140624525,630,0.1306396484375,0.8844810724258423,0.6656689047813416,0.011821946,17.007531266659498,0.00041801620564001495,0.0001
2047,69.7183837890625,1064960,520,65,0.2,2.2759547233581543,-5.167937108129263,640,0.11007080078125,0.8842728137969971,0.35193830728530884,0.010665037,107.35441841445864,-0.0002446548106490809,0.0001
2078,92.12055587768555,1081344,520,66,0.2,31.471420288085938,-5.1557526715099815,650,0.143310546875,0.8806703686714172,0.5459162890911102,0.011134081,39.43220322830602,0.0007323095777792332,0.0001
2110,59.69640922546387,1097728,520,67,0.2,1.126537561416626,-5.13839925378561,660,0.140911865234375,0.8753284811973572,0.5937452018260956,0.01404172,17.723295414540917,0.002625261096363829,0.0001
2142,68.04466772079468,1114112,519,68,0.2,3.584277868270874,-5.121519995108247,670,0.102545166015625,0.8717924356460571,0.2974976897239685,0.010943311,128.4730596523732,-0.0002060181173874298,0.0001
2174,109.68198347091675,1130496,519,69,0.2,1.2673487663269043,-5.115548842772841,680,0.14268798828125,0.8734860420227051,0.32809239625930786,0.0134778,127.45873349336907,-0.0004730861934149289,0.0001
2205,59.993173599243164,1146880,520,70,0.2,35.44878387451172,-5.110612090677023,690,0.115631103515625,0.8704066276550293,0.4615672826766968,0.010287369,78.7744492828846,0.0004911380885459949,0.0001
2237,86.2774167060852,1163264,519,71,0.2,1.0065841674804688,-5.093377589806915,700,0.15399169921875,0.8668426275253296,0.7927647829055786,0.010918359,5.107582041434943,-0.0006081378309318097,0.0001
2269,70.0603518486023,1179648,519,72,0.2,20.480960845947266,-5.082794717699289,710,0.070306396484375,0.8645874857902527,0.3056660294532776,0.009188547,130.49675885941832,-0.0013699486016776063,0.0001
2302,60.54828977584839,1196032,519,73,0.2,10.556914329528809,-5.081395189091563,720,0.08370361328125,0.8661680817604065,0.5900965332984924,0.008398491,56.92548032458872,-0.0021716159818879533,0.0001
2334,71.34225225448608,1212416,519,74,0.2,4.726046562194824,-5.07730857282877,730,0.1300537109375,0.863213300704956,0.5974918901920319,0.012220662,38.61765050534159,-0.0002538049931899877,0.0001
2366,57.53203868865967,1228800,519,75,0.2,3.679032325744629,-5.059992143884301,740,0.170928955078125,0.859653115272522,0.7445771098136902,0.011881111,7.514970860909671,0.0005229223745118361,0.0001
2400,77.7442045211792,1245184,518,76,0.2,4.1017584800720215,-5.052986920252442,750,0.11634521484375,0.8587727546691895,0.373088538646698,0.011574233,128.0708361785859,-0.001330368456819997,0.0001
2435,64.98039436340332,1261568,517,77,0.2,277.3202209472656,-5.04822534546256,760,0.079736328125,0.8581907749176025,0.3458153009414673,0.007926183,188.62663105502725,-0.002268766726501781,0.0001
2468,83.17857074737549,1277952,517,78,0.2,10.554000854492188,-5.030229510739446,770,0.129931640625,0.8510095477104187,0.6325740814208984,0.010473633,53.03256705347449,0.00016555373676965245,0.0001
2501,50.87886333465576,1294336,517,79,0.2,2.4020798206329346,-4.998142868280411,780,0.151751708984375,0.8467642068862915,0.803586333990097,0.011683457,8.931572772562504,0.000986118118817103,0.0001
2534,66.66265630722046,1310720,517,80,0.2,1.0607595443725586,-4.991058212891221,790,0.1417236328125,0.845828115940094,0.8162444978952408,0.012873491,8.883641730621457,0.0009918017291965953,0.0001
2569,78.48658418655396,1327104,516,81,0.2,3.4921655654907227,-4.992273677885533,800,0.1595458984375,0.8459222316741943,0.46397972106933594,0.014335615,53.681237279623744,-6.364311775541864e-05,0.0001
2602,79.11284637451172,1343488,516,82,0.2,20.842304229736328,-4.992949914932251,810,0.119537353515625,0.8469545245170593,0.5964688658714294,0.011800066,24.167009099572898,-0.00027412504896346946,0.0001
2637,51.24766397476196,1359872,515,83,0.2,267.64013671875,-4.987785063311458,820,0.145135498046875,0.844245433807373,0.4142529368400574,0.015818104,51.926075593288985,-0.0003065333800805092,0.0001
2672,49.142578125,1376256,514,84,0.2,0.8819161057472229,-4.9642510082572695,830,0.15296630859375,0.8379201889038086,0.7272804975509644,0.011004419,9.338618401344865,8.307920788865885e-05,0.0001
2706,60.15883922576904,1392640,514,85,0.2,2.7072079181671143,-4.950775540992618,840,0.084197998046875,0.8369468450546265,0.2875349521636963,0.009331841,131.7650658801198,-0.0006814169506014877,0.0001
2744,50.38883924484253,1409024,513,86,0.2,0.9606733322143555,-4.941334077715874,850,0.156884765625,0.8347206115722656,0.6479755342006683,0.012393527,6.008616980491206,0.0014460723241427331,0.0001
2780,58.418155670166016,1425408,512,87,0.2,0.9558566808700562,-4.933969042077661,860,0.156982421875,0.8336623907089233,0.8062276691198349,0.012166547,5.424032420804724,-0.0006798145926040888,0.0001
2816,71.85631561279297,1441792,511,88,0.2,2.7956647872924805,-4.918003133684397,870,0.108984375,0.827966570854187,0.5774175822734833,0.011404894,24.828126207087188,-0.00013460076106639463,0.0001
2850,63.456613063812256,1458176,511,89,0.2,0.722295343875885,-4.892572048306465,880,0.150323486328125,0.8228237628936768,0.7665636241436005,0.012949562,6.464992731809616,-0.0007971683487994596,0.0001
2888,75.4466667175293,1474560,510,90,0.2,1.8103257417678833,-4.875986111909151,890,0.140631103515625,0.8215407133102417,0.7972843050956726,0.0105540855,3.4794568054378034,-0.00017882810197988874,0.0001
2923,78.44921636581421,1490944,510,91,0.2,32.18446731567383,-4.8733147595077755,900,0.075830078125,0.8209320306777954,0.4763364791870117,0.0071068397,48.34220873080194,-0.0017389893408108037,0.0001
2958,77.8710446357727,1507328,509,92,0.2,2.0101208686828613,-4.859041172638536,910,0.091351318359375,0.8157898187637329,0.5957926511764526,0.009328787,29.395203647203743,-0.0010322697871743003,0.0001
2994,81.59402561187744,1523712,508,93,0.2,1.6474610567092896,-4.854025980830192,920,0.13302001953125,0.8193399310112,0.8123351335525513,0.0129215345,6.080088570108638,0.00031297597088268957,0.0001
3029,68.83789157867432,1540096,508,94,0.2,8.456764221191406,-4.857978724688292,930,0.116204833984375,0.8170340657234192,0.3419073224067688,0.0115345735,86.04347571190446,-0.0007227641084000425,0.0001
3069,62.75647830963135,1556480,507,95,0.2,0.9531214237213135,-4.84488296918571,940,0.1408935546875,0.8143578767776489,0.39127033948898315,0.013046812,63.4935121585615,-0.00021596141168629402,0.0001
3102,107.89888095855713,1572864,507,96,0.2,32.174346923828125,-4.828679772466421,950,0.137322998046875,0.8105308413505554,0.3899683952331543,0.012045829,67.22545939944685,-0.0008263464987976477,0.0001
3136,53.75680732727051,1589248,506,97,0.2,1.364507794380188,-4.811396072059869,960,0.176123046875,0.8082107305526733,0.30609750747680664,0.01536319,80.68788557676598,0.006281807298364583,0.0001
3170,54.18380355834961,1605632,506,98,0.2,1.0974171161651611,-4.802672843262553,970,0.14654541015625,0.8071102499961853,0.7342660427093506,0.012344905,7.323581323772669,-0.0008212035146243579,0.0001
3205,61.89283275604248,1622016,505,99,0.2,1.3546520471572876,-4.8021257992833855,980,0.1232177734375,0.8073115944862366,0.5560227036476135,0.0111921225,33.98157875449397,-0.000682621206397016,0.0001
3241,76.90659856796265,1638400,505,100,0.2,16.193862915039062,-4.792832551896572,990,0.125634765625,0.8027117252349854,0.5983290672302246,0.012051884,46.37686582840979,-0.0012818989630432043,0.0001
3275,64.69568300247192,1654784,505,101,0.2,38.77242660522461,-4.774184909835458,1000,0.105621337890625,0.7995030283927917,0.3698911666870117,0.011023443,77.58250026218593,-0.0014994427752753835,0.0001
3309,64.42951393127441,1671168,504,102,0.2,1.6703814268112183,-4.757719150930643,1010,0.11104736328125,0.7958366274833679,0.7193261384963989,0.010045676,29.222269637696446,-0.0014473764716058212,0.0001
3344,66.12696170806885,1687552,504,103,0.2,0.674982488155365,-4.7488440643996,1020,0.156121826171875,0.7967592477798462,0.7947860360145569,0.0126901865,9.488666770700366,-0.0005582285647960817,0.0001
3380,151.22329187393188,1703936,504,104,0.2,0.9811297655105591,-4.750140687450767,1030,0.1430908203125,0.7960188984870911,0.42607003450393677,0.011764916,62.91811409788206,-0.00045977997779118597,0.0001
3416,110.63608837127686,1720320,503,105,0.2,3.4604172706604004,-4.74821991994977,1040,0.09541015625,0.7949432730674744,0.48180896043777466,0.009374847,75.74600722044707,-0.0025207375109857822,0.0001
3451,63.88217115402222,1736704,503,106,0.2,3.6724820137023926,-4.741658644378186,1050,0.135015869140625,0.7931279540061951,0.563387393951416,0.01234219,36.64450492393225,0.00023116416723496515,0.0001
3487,63.515785217285156,1753088,502,107,0.2,19.011869430541992,-4.731155009195208,1060,0.160443115234375,0.7911108136177063,0.41870760917663574,0.012339464,84.94939892664551,-0.0007158900242757227,0.0001
3523,85.47415399551392,1769472,502,108,0.2,2.8407933712005615,-4.718489794805646,1070,0.119512939453125,0.7885335683822632,0.45359307527542114,0.010449692,85.34037302862853,-0.0005381966615459532,0.0001
3559,68.45494222640991,1785856,501,109,0.2,133.42892456054688,-4.708889763057232,1080,0.07911376953125,0.78708815574646,0.33701205253601074,0.008152449,135.86983998529612,-0.002022424783262977,0.0001
3594,100.74936723709106,1802240,501,110,0.2,1.1364015340805054,-4.700213147327304,1090,0.16500244140625,0.7836185693740845,0.408374547958374,0.01364792,75.84584001423791,0.0005407089678556076,0.0001
3631,88.98983573913574,1818624,500,111,0.2,2.546274423599243,-4.679470758885145,1100,0.178411865234375,0.7811496257781982,0.5373980402946472,0.017307647,48.69482874833047,0.0009430154694200609,0.0001
3666,89.71968507766724,1835008,500,112,0.2,2.1449670791625977,-4.675490556657314,1110,0.09898681640625,0.7815200686454773,0.506490170955658,0.010696942,68.10524707362056,-0.0006580746905456181,0.0001
3703,91.06396770477295,1851392,499,113,0.2,2.7018728256225586,-4.671621005237102,1120,0.1748779296875,0.7800937294960022,0.6815395057201385,0.014156049,8.620843544229865,0.0019179693388650775,0.0001
3737,81.25554275512695,1867776,499,114,0.2,13.918978691101074,-4.669369779527187,1130,0.067913818359375,0.7804531455039978,0.315391480922699,0.0066126296,150.75789549537004,-0.0013116079206156428,0.0001
3774,59.90064764022827,1884160,499,115,0.2,11.900970458984375,-4.6695501957088705,1140,0.0789794921875,0.7805799245834351,0.3033429980278015,0.007603896,161.09289661347867,-0.0013558351308347483,0.0001
3811,85.3819055557251,1900544,498,116,0.2,6.767675399780273,-4.669034837186336,1150,0.119403076171875,0.7804743051528931,0.5993176102638245,0.013440112,62.63374282196164,-0.000456436896138257,0.0001
3850,74.90687417984009,1916928,497,117,0.2,150.0204620361328,-4.674359833076596,1160,0.096563720703125,0.7821934223175049,0.5566439032554626,0.009777026,105.71169208437205,-0.001865663269381912,0.0001
3890,62.31129598617554,1933312,496,118,0.2,275.80560302734375,-4.674673697724939,1170,0.096429443359375,0.7811935544013977,0.4382173418998718,0.009249933,148.52399619594217,-0.0009700060609247885,0.0001
3930,61.31440305709839,1949696,495,119,0.2,88.602783203125,-4.6662512015551325,1180,0.14404296875,0.7799871563911438,0.2928606867790222,0.009932131,133.79926460012794,0.000700072828658449,0.0001
3968,84.18055868148804,1966080,495,120,0.2,2.906118154525757,-4.657743989303708,1190,0.143438720703125,0.7776577472686768,0.5535474717617035,0.01437701,58.77178865075111,0.00015679402158639278,0.0001
4002,69.2916488647461,1982464,495,121,0.2,20.222183227539062,-4.648081533610821,1200,0.137530517578125,0.776609480381012,0.586557149887085,0.0115862815,44.22540779877454,0.0004366047791791061,0.0001
4038,58.63975667953491,1998848,494,122,0.2,9.661469459533691,-4.633419770002365,1210,0.128204345703125,0.7732757329940796,0.4811755418777466,0.010518193,98.08881683070213,-0.0010223419454632675,0.0001
4075,63.67751359939575,2015232,494,123,0.2,2.676753520965576,-4.6152842223644255,1220,0.15577392578125,0.7685531377792358,0.6402213275432587,0.0145561155,55.25207616183907,-0.00013155340966477524,0.0001
