rew_vec_envs,time/fps,time/total_timesteps,time/time_elapsed,time/iterations,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/approx_kl,train/loss,train/n_updates,train/std,train/value_loss,train/entropy_loss,train/explained_variance,train/learning_rate
3.521963,,,,,-8.69180660326189e-05,0.0,0.2,3.8042508e-05,68000.1640625,1450,0.8899214267730713,242441.71477457683,-5.20695892671744,0.42584675550460815,0.0001
3.3551292,,,,,,,,,,,,,,,
3.0278294,,,,,,,,,,,,,,,
2.4421818,,,,,,,,,,,,,,,
2.4227521,,,,,,,,,,,,,,,
3.2116652,,,,,,,,,,,,,,,
2.1380322,,,,,,,,,,,,,,,
2.8382168,,,,,,,,,,,,,,,
3.2109673,,,,,,,,,,,,,,,
45.339237,,,,,,,,,,,,,,,
2.944398,,,,,,,,,,,,,,,
3.7084873,,,,,,,,,,,,,,,
3.5027874,,,,,,,,,,,,,,,
3.7024643,,,,,,,,,,,,,,,
2.5064237,,,,,,,,,,,,,,,
3.5160282,,,,,,,,,,,,,,,
,670,11272192,879,6,,,,,,,,,,,
3.73135,,,,,-9.672083245580628e-05,0.0,0.2,3.592763e-05,78015.875,1460,0.8899022340774536,246040.22005208334,-5.206858993073305,0.45435822010040283,0.0001
3.4678087,,,,,,,,,,,,,,,
3.672704,,,,,,,,,,,,,,,
4.264004,,,,,,,,,,,,,,,
3.2556458,,,,,,,,,,,,,,,
1.8701591,,,,,,,,,,,,,,,
3.0666058,,,,,,,,,,,,,,,
3.0374343,,,,,,,,,,,,,,,
3.0719614,,,,,,,,,,,,,,,
4.2310557,,,,,,,,,,,,,,,
3.0471528,,,,,,,,,,,,,,,
3.7778046,,,,,,,,,,,,,,,
3.4671757,,,,,,,,,,,,,,,
3.058965,,,,,,,,,,,,,,,
3.0200374,,,,,,,,,,,,,,,
2.630247,,,,,,,,,,,,,,,
,672,11370496,1023,7,,,,,,,,,,,
3.6287756,,,,,-7.510753524305376e-05,0.0,0.2,2.7419066e-05,140996.21875,1470,0.8898935317993164,219925.6105143229,-5.20680391912659,0.4415888786315918,0.0001
3.0745773,,,,,,,,,,,,,,,
175.8456,,,,,,,,,,,,,,,
3.407613,,,,,,,,,,,,,,,
3.4780452,,,,,,,,,,,,,,,
3.0044498,,,,,,,,,,,,,,,
3.2674992,,,,,,,,,,,,,,,
2.8972237,,,,,,,,,,,,,,,
2.6355402,,,,,,,,,,,,,,,
2.6989625,,,,,,,,,,,,,,,
67.206085,,,,,,,,,,,,,,,
3.531747,,,,,,,,,,,,,,,
3.5767689,,,,,,,,,,,,,,,
3.402586,,,,,,,,,,,,,,,
67.74545,,,,,,,,,,,,,,,
3.8309975,,,,,,,,,,,,,,,
,673,11468800,1167,8,,,,,,,,,,,
3.3316572,,,,,-0.00012891571035045975,0.0,0.2,7.326881e-05,101501.9140625,1480,0.8898587226867676,224819.8529296875,-5.206720944494009,0.44931310415267944,0.0001
2.913894,,,,,,,,,,,,,,,
3.236723,,,,,,,,,,,,,,,
24.977736,,,,,,,,,,,,,,,
3.059881,,,,,,,,,,,,,,,
2.2180202,,,,,,,,,,,,,,,
2.8561058,,,,,,,,,,,,,,,
2.8710396,,,,,,,,,,,,,,,
3.5215452,,,,,,,,,,,,,,,
3.138448,,,,,,,,,,,,,,,
3.5732315,,,,,,,,,,,,,,,
3.8572228,,,,,,,,,,,,,,,
2.349384,,,,,,,,,,,,,,,
4.4476194,,,,,,,,,,,,,,,
3.5928385,,,,,,,,,,,,,,,
2.7724826,,,,,,,,,,,,,,,
,675,11567104,1310,9,,,,,,,,,,,
3.3687103,,,,,-8.607224347845961e-05,0.0,0.2,2.8582428e-05,85980.0078125,1490,0.889790415763855,212048.09194539388,-5.206521600981554,0.4465641379356384,0.0001
3.4377549,,,,,,,,,,,,,,,
4.509242,,,,,,,,,,,,,,,
4.4773912,,,,,,,,,,,,,,,
111.42106,,,,,,,,,,,,,,,
2.3189998,,,,,,,,,,,,,,,
25.03804,,,,,,,,,,,,,,,
3.9381466,,,,,,,,,,,,,,,
4.2748528,,,,,,,,,,,,,,,
3.443261,,,,,,,,,,,,,,,
2.3188603,,,,,,,,,,,,,,,
2.4647658,,,,,,,,,,,,,,,
4.649657,,,,,,,,,,,,,,,
3.8257115,,,,,,,,,,,,,,,
2.24764,,,,,,,,,,,,,,,
3.690019,,,,,,,,,,,,,,,
,676,11665408,1452,10,,,,,,,,,,,
2.2457604,,,,,-0.00010759473443613387,0.0,0.2,4.6710415e-05,120697.1875,1500,0.8898146748542786,187973.25333251953,-5.206374785800775,0.48660439252853394,0.0001
3.049722,,,,,,,,,,,,,,,
3.3854415,,,,,,,,,,,,,,,
4.1010604,,,,,,,,,,,,,,,
4.067517,,,,,,,,,,,,,,,
2.4045737,,,,,,,,,,,,,,,
89.552956,,,,,,,,,,,,,,,
3.1998298,,,,,,,,,,,,,,,
2.9091194,,,,,,,,,,,,,,,
3.3170414,,,,,,,,,,,,,,,
4.434016,,,,,,,,,,,,,,,
3.367318,,,,,,,,,,,,,,,
4.0822186,,,,,,,,,,,,,,,
3.81309,,,,,,,,,,,,,,,
3.5673075,,,,,,,,,,,,,,,
2.2545116,,,,,,,,,,,,,,,
,679,11763712,1590,11,,,,,,,,,,,
