time/total_timesteps,time/fps,rew_vec_envs,time/iterations,time/time_elapsed,train/clip_range,train/explained_variance,train/std,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/learning_rate,train/n_updates,train/loss
4521984,477,-5252.046127319336,138,9475,0.2,0.9600907564163208,0.3789244592189789,-1.463481785915792,0.0199375,-0.0052642251355791815,0.19886474609375,1336.6020265102386,0.001,1370,343.55560302734375
4554752,474,-5021.579925537109,139,9591,0.2,0.9643179289996624,0.3775591254234314,-1.4442916020751,0.024570271,-0.0033672798937914193,0.2244354248046875,1189.9971724033355,0.001,1380,246.4617156982422
4587520,471,-4781.291687011719,140,9719,0.2,0.9320323839783669,0.37373316287994385,-1.411775024421513,0.025994197,-0.0024224410837632602,0.2109466552734375,2610.777298498154,0.001,1390,519.1981201171875
4620288,469,-4620.551177978516,141,9841,0.2,0.9311623051762581,0.3722846806049347,-1.3875747106969356,0.018716482,-0.005479439318878576,0.183245849609375,1731.5269428253173,0.001,1400,315.5888366699219
4653056,466,-4957.620147705078,142,9965,0.2,0.9614599347114563,0.369943231344223,-1.3647342523559929,0.020855034,-0.00447208652531117,0.2138580322265625,1297.7765884399414,0.001,1410,299.4936218261719
4685824,464,-4958.312438964844,143,10089,0.2,0.966175552457571,0.3689703345298767,-1.3474788485094904,0.015447611,-0.003430527906311909,0.2134246826171875,1404.1664864063264,0.001,1420,411.03753662109375
4718592,462,-4969.246337890625,144,10212,0.2,0.9541382491588593,0.3661922514438629,-1.3266793003305792,0.017500168,-0.005174508560594404,0.1938232421875,1542.2226415157318,0.001,1430,326.6123352050781
4751360,459,-4967.1717529296875,145,10339,0.2,0.960964635014534,0.3652033805847168,-1.3050827085971832,0.024406351,-0.00392845515452791,0.2229736328125,1259.853842306137,0.001,1440,309.2677307128906
4784128,456,-4844.982666015625,146,10471,0.2,0.9532950781285763,0.3645728826522827,-1.2971015701070427,0.020981789,-0.005768206069842563,0.202825927734375,1423.6742818832397,0.001,1450,342.6053161621094
4816896,454,-4743.976989746094,147,10596,0.2,0.9495971128344536,0.36288172006607056,-1.286202422901988,0.020390969,-0.004073281178352772,0.20546875,1429.991697216034,0.001,1460,302.6282958984375
4849664,452,-4974.2633056640625,148,10724,0.2,0.9308061450719833,0.3619270324707031,-1.2766949631273747,0.022241209,-0.0034696045491728,0.2386138916015625,1465.8049899101256,0.001,1470,392.0799560546875
4882432,450,-4780.728225708008,149,10849,0.2,0.9558645859360695,0.3604706823825836,-1.2626926466822623,0.021850007,-0.00341926609253278,0.2176361083984375,1949.4692552566528,0.001,1480,855.5769653320312
4915200,447,-4931.231628417969,150,10977,0.2,0.9512710943818092,0.358870267868042,-1.2416314486414195,0.021629963,-0.004657263582703308,0.2151275634765625,1574.4769730567932,0.001,1490,547.1491088867188
4947968,445,-4786.139739990234,151,11103,0.2,0.9382420890033245,0.3558339476585388,-1.2105689082294702,0.017638367,-0.004546537991700461,0.1953857421875,1984.1227950096131,0.001,1500,539.6292114257812
4980736,443,-5056.447906494141,152,11239,0.2,0.9650112055242062,0.3548923432826996,-1.191529673524201,0.021739967,-0.005326049564246205,0.2111724853515625,1325.333304834366,0.001,1510,318.0160217285156
5013504,440,-4793.43327331543,153,11369,0.2,0.9274145811796188,0.3545125424861908,-1.1822857040911914,0.019237287,-0.0031434899814485107,0.2273468017578125,1829.6315320968629,0.001,1520,406.13238525390625
