time/fps,time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,train/approx_kl,train/n_updates,train/entropy_loss,train/value_loss,train/loss,train/explained_variance,train/clip_range,train/learning_rate,train/clip_fraction,train/policy_gradient_loss,train/std
649,1671168,53.80522692203522,2572,102,0.0010372349,1010,-5.679557505249977,198.84379107952117,55.375770568847656,0.37566083669662476,0.2,1e-05,0.000360107421875,-0.0008768005151068792,1.0009684562683105
649,1687552,-7.080930233001709,2600,103,0.00020496335,1020,-5.680056011676788,92.83144584298134,39.42505645751953,0.45893293619155884,0.2,1e-05,0.0,-0.00043785609777842184,1.0012598037719727
648,1703936,-22.955534357577562,2627,104,0.0007781604,1030,-5.681410652399063,59.71589109301567,12.186812400817871,0.5925944447517395,0.2,1e-05,4.8828125e-05,-0.000724216022354085,1.0016238689422607
648,1720320,54.78548654913902,2654,105,0.0030137056,1040,-5.6818808794021605,53.63657194375992,50.87291717529297,0.5980494022369385,0.2,1e-05,0.004058837890625,-0.0015091465782461455,1.001420259475708
648,1736704,-15.813915014266968,2679,106,0.0008636136,1050,-5.6814310401678085,69.58388823270798,51.758445739746094,0.5580789148807526,0.2,1e-05,3.0517578125e-05,-0.0007561117927252781,1.0015029907226562
648,1753088,54.64214540272951,2704,107,0.00017130625,1060,-5.681865438818932,256.7756014823914,144.83792114257812,0.31242573261260986,0.2,1e-05,0.0,-0.0003989060984167736,1.0016273260116577
647,1769472,-22.355544865131378,2732,108,0.0021728436,1070,-5.682066318392754,130.8369513273239,63.81580352783203,0.39040136337280273,0.2,1e-05,0.00225830078125,-0.001011862341692904,1.0015101432800293
646,1785856,25.860752165317535,2761,109,0.00024150679,1080,-5.681667241454124,93.20848175883293,52.2742919921875,0.4780207872390747,0.2,1e-05,0.0,-0.00043577464639383835,1.0015047788619995
645,1802240,18.369271337985992,2790,110,0.00025350536,1090,-5.681721416115761,257.06765446662905,174.12693786621094,0.3592469096183777,0.2,1e-05,0.0,-0.0006723966514982748,1.001522183418274
644,1818624,9.08943510055542,2819,111,0.00091429974,1100,-5.681694436073303,112.09072414636611,69.64422607421875,0.5073479115962982,0.2,1e-05,2.44140625e-05,-0.0010976106757880188,1.0015149116516113
644,1835008,35.761389791965485,2848,112,0.0005825932,1110,-5.6819272369146345,207.47814276218415,61.07529067993164,0.37538737058639526,0.2,1e-05,1.220703125e-05,-0.0004598469498887425,1.0016546249389648
643,1851392,1.1549307703971863,2876,113,0.00041771636,1120,-5.681765842437744,150.8561002254486,43.509490966796875,0.4735807180404663,0.2,1e-05,0.0,-0.0005091860843094764,1.0013400316238403
643,1867776,-21.555706076323986,2902,114,0.0013170688,1130,-5.681420630216598,73.73229567408562,57.448421478271484,0.5849857032299042,0.2,1e-05,0.00023193359375,-0.0013399147806921973,1.0016281604766846
643,1884160,37.98626562952995,2929,115,0.0012848525,1140,-5.681618416309357,91.7245860517025,93.71537017822266,0.5190224945545197,0.2,1e-05,0.00037841796875,-0.0008114054384350311,1.0013222694396973
642,1900544,-13.873531073331833,2956,116,0.00056981324,1150,-5.680323600769043,175.4662173628807,144.92193603515625,0.39972442388534546,0.2,1e-05,0.0,-0.0005944066506344825,1.0009881258010864
642,1916928,48.61249136924744,2984,117,0.0010325145,1160,-5.680035695433617,174.22587671279908,65.82331085205078,0.4160328507423401,0.2,1e-05,0.00042724609375,-0.0008886588842869969,1.0012602806091309
641,1933312,69.27847564220428,3013,118,0.0007848821,1170,-5.680847039818763,150.49880048036576,40.31117248535156,0.44911426305770874,0.2,1e-05,3.0517578125e-05,-0.0006775997379008913,1.0013130903244019
641,1949696,-7.2712907791137695,3040,119,0.0005664234,1180,-5.6819170892238615,137.43033307790756,98.46163177490234,0.5124091506004333,0.2,1e-05,2.44140625e-05,-0.0008435412666585762,1.0018419027328491
641,1966080,-7.400274991989136,3066,120,0.00049507315,1190,-5.68304024040699,208.4364149570465,115.42748260498047,0.4267670512199402,0.2,1e-05,6.103515625e-06,-0.0008897819923731731,1.0018264055252075
640,1982464,48.91554880142212,3095,121,0.00044693885,1200,-5.682839468121529,249.3341215610504,97.37937927246094,0.38528352975845337,0.2,1e-05,0.0,-0.0006786064543121029,1.0017592906951904
639,1998848,-10.436974287033081,3123,122,0.000130468,1210,-5.6826580435037615,419.3095975875855,365.3492431640625,0.3084180951118469,0.2,1e-05,0.0,-0.000338307443598751,1.0017601251602173
638,2015232,73.29007117450237,3157,123,0.0010321728,1220,-5.6830200254917145,118.7367996931076,81.27719116210938,0.5168409645557404,0.2,1e-05,0.00047607421875,-0.0012603852621396073,1.0019532442092896
636,2031616,-17.232009172439575,3189,124,9.089278e-05,1230,-5.683100244402885,329.03444204330447,172.27928161621094,0.35355114936828613,0.2,1e-05,0.0,-0.00026560697369859554,1.0017489194869995
636,2048000,29.383529394865036,3220,125,0.0013969595,1240,-5.682618662714958,141.7289055109024,32.4927864074707,0.48701751232147217,0.2,1e-05,0.000982666015625,-0.0013773193648376036,1.0017298460006714
634,2064384,-2.481719136238098,3252,126,0.00053413864,1250,-5.682708641886711,168.69041842222214,44.12094497680664,0.43469083309173584,0.2,1e-05,3.0517578125e-05,-0.0006560010097018676,1.0018320083618164
634,2080768,4.969441086053848,3280,127,0.0014216242,1260,-5.6830293327569965,87.46068031787873,27.84545135498047,0.5735658705234528,0.2,1e-05,0.00054931640625,-0.0011480171604489442,1.0018643140792847
633,2097152,2.8676907308399677,3309,128,0.0008542953,1270,-5.682644879817962,114.6679394364357,12.008503913879395,0.5122062563896179,0.2,1e-05,0.000128173828125,-0.0007186746472143569,1.0015943050384521
632,2113536,33.2023087143898,3339,129,0.00021495155,1280,-5.681828513741493,225.493075299263,165.71788024902344,0.34113848209381104,0.2,1e-05,0.0,-0.0003738820701983059,1.0015019178390503
632,2129920,107.79228049516678,3368,130,0.00030656683,1290,-5.681753027439117,380.4433869361877,176.4682159423828,0.3294166922569275,0.2,1e-05,0.0,-0.0005186369751754682,1.0015887022018433
631,2146304,5.062978625297546,3398,131,0.00085761776,1300,-5.682207471132278,448.3707449913025,222.1281280517578,0.3148890733718872,0.2,1e-05,8.544921875e-05,-0.0009077867718588096,1.0016889572143555
630,2162688,83.53780031204224,3430,132,9.073327e-05,1310,-5.682666665315628,253.6621506690979,121.65941619873047,0.3841988444328308,0.2,1e-05,0.0,-0.0006754717407602584,1.0018420219421387
629,2179072,15.30410721898079,3462,133,0.0007886507,1320,-5.683503115177155,326.0907651424408,232.60507202148438,0.39249807596206665,0.2,1e-05,0.00013427734375,-0.0013018161713262088,1.0021427869796753
628,2195456,41.327614426612854,3493,134,0.00032842494,1330,-5.684260305762291,361.5990375995636,228.24623107910156,0.36697930097579956,0.2,1e-05,0.0,-0.0005836974021804053,1.0021812915802002
627,2211840,51.19753563404083,3522,135,0.0010923055,1340,-5.6847243249416355,299.30840010643004,119.12676239013672,0.3869231939315796,0.2,1e-05,0.000390625,-0.0008403030231420416,1.0024006366729736
627,2228224,-2.29500675201416,3552,136,0.0005339588,1350,-5.6853415161371235,244.6391538977623,227.16207885742188,0.4326004385948181,0.2,1e-05,2.44140625e-05,-0.0006729104010446463,1.0024757385253906
