time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rew_vec_envs,train/entropy_loss,train/value_loss,train/clip_fraction,train/loss,train/n_updates,train/clip_range,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/std
19,1245184,1059,1175,-14.815694979391992,-5.798076329752803,53.78923816904425,0.30516357421875,3.278043508529663,180,0.2,0.3278830051422119,0.0017973875785173732,0.024293616,0.001,1.0350407361984253
20,1310720,1058,1237,-23.399264852050692,-5.802400185912847,106.84187600277365,0.2693939208984375,2.2972166538238525,190,0.2,0.533960610628128,-0.001700201095536613,0.02408965,0.001,1.0296545028686523
21,1376256,1058,1300,-9.926748249679804,-5.780548589676618,172.1379138622433,0.2440948486328125,4.687358379364014,200,0.2,0.3264148235321045,-0.0006473218982137041,0.029778741,0.001,1.033056616783142
22,1441792,1057,1362,-10.980293472413905,-5.798576088994741,181.68901388533413,0.2373748779296875,3.8660624027252197,210,0.2,0.24734991788864136,-0.002324525529911625,0.023398194,0.001,1.0324885845184326
23,1507328,1057,1425,-8.685574861243367,-5.784961905702948,194.4955268483609,0.20082855224609375,7.414262771606445,220,0.2,0.5557949841022491,-0.004049618467433902,0.01912914,0.001,1.030177116394043
24,1572864,1057,1487,-5.025856197811663,-5.787350235506892,283.84615572839976,0.1859619140625,423.471923828125,230,0.2,0.41428494453430176,-0.003363563107450318,0.019185537,0.001,1.029605507850647
25,1638400,1056,1551,-10.80306762829423,-5.779774558544159,290.7257777672261,0.2407073974609375,7.357041358947754,240,0.2,0.5367005169391632,-0.0021388130074228686,0.026440483,0.001,1.024364709854126
26,1703936,1055,1613,-5.564617473632097,-5.770017876476049,40.84175768904388,0.24426727294921874,7.347548484802246,250,0.2,0.6364902853965759,-0.0040439725682517745,0.023138084,0.001,1.0256149768829346
27,1769472,1054,1677,-4.021181169897318,-5.772759794816375,102.04944898709655,0.23298492431640624,31.175321578979492,260,0.2,0.642434686422348,-0.002874608011188684,0.026519049,0.001,1.0171594619750977
28,1835008,1053,1741,-4.341106886044145,-5.740941469371319,198.84841958247125,0.26204376220703124,237.4358673095703,270,0.2,0.4461955428123474,-0.0024877780206224998,0.026070178,0.001,1.0187029838562012
29,1900544,1053,1804,12.324015263933688,-5.742794838547707,138.67525085620582,0.22754669189453125,6.573301792144775,280,0.2,0.412888765335083,-0.00347687642533856,0.02319277,0.001,1.0235707759857178
30,1966080,1052,1868,-23.596663316246122,-5.768761787936091,88.54648064970971,0.20866241455078124,20.281455993652344,290,0.2,0.6954531967639923,-0.004826479218718305,0.021016851,0.001,1.0224311351776123
31,2031616,1052,1930,1.6396227022632957,-5.737500249221921,339.6651319101453,0.20168609619140626,8.92905044555664,300,0.2,0.32997554540634155,-0.0032319852803993853,0.021525364,0.001,1.0144295692443848
32,2097152,1051,1993,62.79586649569683,-5.710451932623982,256.2246989175677,0.16431121826171874,9.11551570892334,310,0.2,0.5290395319461823,-0.003876134209258453,0.01645298,0.001,1.0050930976867676
