time/total_timesteps,time/fps,rew_vec_envs,time/iterations,time/time_elapsed,train/clip_range,train/explained_variance,train/std,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/learning_rate,train/n_updates,train/loss
5406720,463,-9734.622802734375,12,849,0.2,0.9597716853022575,0.34315890073776245,-1.033354868553579,0.012358673,-0.008730251469751238,0.120489501953125,5717.716558456421,0.001,1640,1589.811279296875
5439488,461,-9830.7880859375,13,922,0.2,0.9587097764015198,0.3413071036338806,-1.0096677131950855,0.011092516,-0.008485337089950917,0.11644287109375,5424.654372024536,0.001,1650,1836.2298583984375
5472256,461,-9621.687438964844,14,994,0.2,0.9446766339242458,0.34042710065841675,-0.9979823432862759,0.010874485,-0.007037369708996266,0.10181884765625,6065.022780227661,0.001,1660,1696.5211181640625
5505024,459,-9776.0771484375,15,1070,0.2,0.9515033103525639,0.33992239832878113,-0.9873355772346258,0.011519423,-0.006782383944482717,0.11793212890625,5410.415660858154,0.001,1670,1169.333740234375
5537792,458,-9743.458312988281,16,1143,0.2,0.9556032456457615,0.33839017152786255,-0.9762608602643013,0.01071556,-0.00683944382944901,0.1099212646484375,4884.833292198181,0.001,1680,1069.072998046875
5570560,458,-9728.082092285156,17,1216,0.2,0.9499456696212292,0.3387244939804077,-0.9716734848916531,0.010039125,-0.0071796239073592,0.1089080810546875,4658.773583221436,0.001,1690,1112.7677001953125
5603328,456,-9547.852966308594,18,1291,0.2,0.959398303180933,0.3369174599647522,-0.9621173208579421,0.009557286,-0.0078045769849268256,0.1108642578125,3957.3495515823365,0.001,1700,850.9610595703125
5636096,455,-9731.097290039062,19,1367,0.2,0.9555108360946178,0.3356502950191498,-0.9439842253923416,0.011380548,-0.007100414829255897,0.1130889892578125,3899.5627645492555,0.001,1710,909.0281372070312
5668864,454,-9744.355590820312,20,1442,0.2,0.9621866680681705,0.33449769020080566,-0.9272338807582855,0.010378839,-0.00692331861173443,0.1151519775390625,3926.6793949127195,0.001,1720,996.0781860351562
5701632,453,-9720.24169921875,21,1517,0.2,0.9590224288403988,0.33386048674583435,-0.9155003748834133,0.012167484,-0.0072142955770686966,0.117315673828125,4277.249889945984,0.001,1730,1049.5303955078125
5734400,453,-9440.179382324219,22,1589,0.2,0.9563449546694756,0.33243420720100403,-0.9019320916384459,0.011453945,-0.0067882179340813305,0.1095001220703125,4455.344201087952,0.001,1740,1232.150146484375
5767168,453,-9621.953796386719,23,1662,0.2,0.9480563402175903,0.3322259187698364,-0.8919715898111462,0.011667095,-0.008221753980251378,0.1222137451171875,4014.229460525513,0.001,1750,726.6001586914062
5799936,452,-9553.88232421875,24,1737,0.2,0.9501995071768761,0.33018064498901367,-0.8788075540214777,0.012098873,-0.00761624681581452,0.1164215087890625,4180.956316375732,0.001,1760,908.2060546875
5832704,451,-9622.568176269531,25,1815,0.2,0.9503880627453327,0.3295338749885559,-0.8654879661276936,0.012280839,-0.007522129701101221,0.11317138671875,4372.830875205994,0.001,1770,1187.4871826171875
5865472,449,-9794.007873535156,26,1894,0.2,0.9524036049842834,0.328897088766098,-0.8561592753976583,0.010177143,-0.006201363973741536,0.11220703125,4263.817332649231,0.001,1780,1217.23681640625
5898240,448,-9647.269409179688,27,1973,0.2,0.9584899842739105,0.32928264141082764,-0.8525740567594766,0.010113191,-0.0076032000219129255,0.127294921875,4121.168018341064,0.001,1790,1446.53955078125
5931008,447,-9721.700500488281,28,2049,0.2,0.95029591396451,0.32794687151908875,-0.845623211376369,0.011199098,-0.006691255637997528,0.1156951904296875,4945.72884426117,0.001,1800,921.0569458007812
5963776,446,-9661.354309082031,29,2126,0.2,0.9682549200952053,0.32790935039520264,-0.8397062189877034,0.013864879,-0.0059901419710513435,0.12611083984375,3496.802593421936,0.001,1810,1276.2994384765625
5996544,446,-9875.046569824219,30,2203,0.2,0.9546165019273758,0.32683393359184265,-0.831546175852418,0.011886507,-0.007678738779213745,0.1325439453125,4448.677835655212,0.001,1820,1196.970947265625
6029312,445,-9747.825256347656,31,2282,0.2,0.9485214911401272,0.3265498876571655,-0.8225053757429123,0.011744924,-0.006597230942134047,0.1240081787109375,4487.037971496582,0.001,1830,1089.904052734375
6062080,443,-9682.518493652344,32,2363,0.2,0.9590652026236057,0.3258448839187622,-0.8131160696968436,0.010497676,-0.007732588042927091,0.1176055908203125,4023.952452659607,0.001,1840,886.4617309570312
6094848,442,-9839.774658203125,33,2443,0.2,0.9518368877470493,0.32612305879592896,-0.8113437177613377,0.012535403,-0.006758984671250801,0.1226043701171875,4127.931045532227,0.001,1850,1493.348876953125
6127616,441,-9577.186462402344,34,2523,0.2,0.9552032686769962,0.32585886120796204,-0.811886334605515,0.012883937,-0.007592310826657922,0.126959228515625,4215.9624467849735,0.001,1860,1227.807861328125
6160384,440,-9811.67724609375,35,2605,0.2,0.9665358029305935,0.32463014125823975,-0.800350283831358,0.012479914,-0.006645164663132164,0.1220703125,3996.98984413147,0.001,1870,966.2188110351562
6193152,438,-9725.221374511719,36,2688,0.2,0.9525879770517349,0.3242252469062805,-0.7892283780500293,0.010262633,-0.006805752550280886,0.123468017578125,4354.264560699463,0.001,1880,1451.7366943359375
6225920,437,-9603.460327148438,37,2771,0.2,0.9648601673543453,0.3243890404701233,-0.7872484676539898,0.013293486,-0.007729381775425282,0.1293212890625,4006.333524894714,0.001,1890,801.6416625976562
6258688,436,-9666.221496582031,38,2852,0.2,0.957465935498476,0.32375985383987427,-0.7831457428634166,0.01227244,-0.008260800428251969,0.13035888671875,4156.73353767395,0.001,1900,1065.1646728515625
6291456,434,-9723.234252929688,39,2937,0.2,0.9660468697547913,0.32268986105918884,-0.7712544318288564,0.012075627,-0.006915259896777571,0.1316192626953125,3365.281678199768,0.001,1910,865.0680541992188
6324224,433,-9819.785461425781,40,3023,0.2,0.9492601044476032,0.321097195148468,-0.7527589503675699,0.011555812,-0.005742048827596591,0.124151611328125,4034.17466545105,0.001,1920,1104.71630859375
6356992,432,-9637.681091308594,41,3108,0.2,0.9572670944035053,0.320757120847702,-0.7389377117156982,0.010853965,-0.0063773540721740575,0.12933349609375,3865.0067865371702,0.001,1930,878.851318359375
6389760,430,-9682.628173828125,42,3196,0.2,0.9688468463718891,0.3195081949234009,-0.7282754685729742,0.011833203,-0.008234447938593802,0.1333953857421875,3472.0369819641114,0.001,1940,1049.6468505859375
6422528,428,-9936.348022460938,43,3290,0.2,0.9527214355766773,0.31854039430618286,-0.7129312859848141,0.011647722,-0.006397418365304474,0.1247100830078125,4000.4126781463624,0.001,1950,1068.451171875
