time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,time/fps,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss
655360,0.5894399,637,20,1028,-0.002132242235529702,0.004022831,8.847410202026367,0.0240814208984375,0.8934849947690964,0.989820122718811,-5.635207551717758,190,0.2,0.0001,14.756900264322757
688128,0.69699204,668,21,1029,-0.0010561056958977133,0.0035214005,13.58797836303711,0.0155975341796875,0.14432364702224731,0.9894593954086304,-5.634098836779595,200,0.2,0.0001,2198.6729829996825
720896,0.9447198,702,22,1026,-0.003208046016152366,0.005942161,2.9081342220306396,0.0402557373046875,0.9263562709093094,0.9902904033660889,-5.634854929149151,210,0.2,0.0001,12.139995919167996
753664,0.629794,735,23,1025,-0.002007081669944455,0.005349167,45.11089324951172,0.026318359375,0.2791149616241455,0.9896868467330933,-5.635687564313412,220,0.2,0.0001,1040.4284747377037
786432,0.89756864,768,24,1023,-0.0015349487781350034,0.003210125,472.7066345214844,0.013275146484375,0.4830760955810547,0.9890041947364807,-5.633048622310161,230,0.2,0.0001,1108.733868330717
819200,1.1093996,804,25,1017,-0.0012978382626897655,0.0024419394,676.7189331054688,0.009771728515625,0.25812584161758423,0.9888105392456055,-5.631235064566136,240,0.2,0.0001,3121.4901584625245
851968,0.70327914,837,26,1017,-0.001208669979678234,0.0034732819,62.58238983154297,0.0150238037109375,0.3688512444496155,0.9882614612579346,-5.629760874807834,250,0.2,0.0001,2353.752231788635
884736,0.72197104,868,27,1018,-0.0016323248484695796,0.003995601,38.48335647583008,0.01815185546875,0.4031744599342346,0.9871686697006226,-5.626812946796417,260,0.2,0.0001,2250.1468567371367
917504,1.2035953,899,28,1020,-0.0022037000198906753,0.0053779837,149.37081909179688,0.039697265625,0.3793279528617859,0.9867947101593018,-5.623849533498287,270,0.2,0.0001,1717.6462669312955
950272,2.3934898,930,29,1021,-0.00158207734421012,0.0055471575,153.2919921875,0.028448486328125,0.7949226945638657,0.986390233039856,-5.6225643649697306,280,0.2,0.0001,244.30717636942865
983040,0.4689093,961,30,1021,-0.0006537194196425844,0.0023623793,1737.46875,0.006304931640625,0.6603000462055206,0.986065149307251,-5.620599803328514,290,0.2,0.0001,1250.23882958889
1015808,1.1645875,992,31,1023,-0.0018753132215351797,0.003781819,370.9367980957031,0.0219512939453125,0.4256376624107361,0.9852204322814941,-5.618437843024731,300,0.2,0.0001,3956.542000007629
1048576,1.30401,1023,32,1024,-0.0011843719254102324,0.0045644725,108.3857192993164,0.0183380126953125,0.5358555018901825,0.9857615232467651,-5.6171670138835905,310,0.2,0.0001,1239.7934367477894
