time/total_timesteps,rew_vec_envs,time/time_elapsed,time/fps,time/iterations,train/policy_gradient_loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/loss,train/approx_kl,train/n_updates,train/clip_range,train/std,train/explained_variance,train/value_loss
2523136,-3733.882614135742,599,710,13,-0.012202017071831505,0.001,-3.0286566000431776,0.1082611083984375,456.3726806640625,0.011518961,760,0.2,0.5176984071731567,0.9144944250583649,3339.315555667877
2555904,-3666.226531982422,644,711,14,-0.012410751200877711,0.001,-3.0105185374617576,0.1108489990234375,383.9214172363281,0.012815872,770,0.2,0.5153831243515015,0.9093382209539413,3400.082056903839
2588672,-3854.0995330810547,691,711,15,-0.01244387028964411,0.001,-2.9811604261398315,0.101678466796875,735.0773315429688,0.011976816,780,0.2,0.5109682679176331,0.8979451432824135,3966.1741086959837
2621440,-3719.9956970214844,736,711,16,-0.012668695027969079,0.001,-2.94941117502749,0.1182403564453125,404.82177734375,0.013087373,790,0.2,0.506560206413269,0.9244187548756599,3134.63633184433
2654208,-4106.300384521484,782,711,17,-0.013527261514536804,0.001,-2.919049211218953,0.11849365234375,396.4549560546875,0.013729612,800,0.2,0.5030176043510437,0.9157826825976372,3671.2024602890015
2686976,-3767.786666870117,829,711,18,-0.01234207278030226,0.001,-2.8939931586384775,0.1019012451171875,618.4352416992188,0.010746086,810,0.2,0.49967384338378906,0.9113798439502716,4040.94540348053
2719744,-3787.907516479492,876,710,19,-0.01428687413354055,0.001,-2.8626773159950973,0.115936279296875,579.7994384765625,0.012842078,820,0.2,0.4957880675792694,0.900681808590889,3847.83945016861
2752512,-3836.771514892578,923,709,20,-0.01257846491971577,0.001,-2.839560778811574,0.1075164794921875,521.3140258789062,0.012182242,830,0.2,0.4938449263572693,0.8992964625358582,4005.44444065094
2785280,-3714.0126342773438,970,708,21,-0.013266796462266939,0.001,-2.8117166984826327,0.123455810546875,457.0091552734375,0.013750935,840,0.2,0.4896620512008667,0.9143707603216171,3405.268161201477
2818048,-3622.0179138183594,1020,706,22,-0.01340026773577847,0.001,-2.7860325679183005,0.1143798828125,472.6789245605469,0.013015507,850,0.2,0.4867943823337555,0.90818290412426,4011.9487624168396
2850816,-3557.150360107422,1074,701,23,-0.013257807696936652,0.001,-2.7623131707310677,0.1244171142578125,408.73565673828125,0.013913108,860,0.2,0.4839271306991577,0.917405903339386,3490.971760368347
2883584,-3667.8392486572266,1126,697,24,-0.0140269971867383,0.001,-2.740988889709115,0.12952880859375,521.3964233398438,0.014055684,870,0.2,0.48181965947151184,0.9166626334190369,3458.5101546287538
2916352,-3825.045364379883,1175,696,25,-0.014097946856054477,0.001,-2.715704308450222,0.1181365966796875,554.0758056640625,0.013484104,880,0.2,0.47867894172668457,0.9217337295413017,3567.555803203583
2949120,-3695.2312622070312,1226,694,26,-0.01457219573239854,0.001,-2.6803041119128466,0.1352325439453125,545.8837890625,0.015822586,890,0.2,0.4738244414329529,0.9179312363266945,3589.384076976776
2981888,-3766.095428466797,1278,692,27,-0.01385548095786362,0.001,-2.6416230384260415,0.120404052734375,578.1346435546875,0.013475452,900,0.2,0.46923020482063293,0.923695981502533,3658.2412766456605
3014656,-3790.086135864258,1328,690,28,-0.013142223873728653,0.001,-2.6126937702298165,0.1173187255859375,556.0848388671875,0.013432518,910,0.2,0.4664463698863983,0.9181007817387581,3730.0966407775877
3047424,-3852.208236694336,1378,689,29,-0.013923470776353497,0.001,-2.5888172775506972,0.1352569580078125,474.05859375,0.015052456,920,0.2,0.46383723616600037,0.9297255873680115,3019.8502928733824
3080192,-3669.3382568359375,1428,688,30,-0.013676467662662617,0.001,-2.5708026219159366,0.1328887939453125,502.5517883300781,0.0151944,930,0.2,0.4610929489135742,0.9085478112101555,3712.2162696838377
3112960,-3901.8182373046875,1476,688,31,-0.012993837754402193,0.001,-2.5462088748812675,0.122711181640625,632.1296997070312,0.014578173,940,0.2,0.4585391879081726,0.9097999259829521,3968.9293073654176
3145728,-3589.1881561279297,1526,686,32,-0.01397436678998929,0.001,-2.52163620442152,0.1410797119140625,361.01416015625,0.015843324,950,0.2,0.4555591940879822,0.9202482998371124,2951.797352600098
