rew_vec_envs,time/time_elapsed,time/fps,time/iterations,time/total_timesteps,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/explained_variance,train/n_updates,train/loss,train/learning_rate,train/value_loss,train/approx_kl,train/std
117.74781370162964,409,1041,13,425984,-5.370841771364212,-0.005360893601027783,0.0722900390625,0.2,0.475649893283844,120,54.8751106262207,0.001,248.98061323165894,0.0074857343,0.9259443879127502
153.84282875061035,445,1029,14,458752,-5.3552626192569734,-0.005608996994851623,0.07744140625,0.2,0.5431531965732574,130,101.65702056884766,0.001,224.6985095024109,0.008314964,0.9218908548355103
174.41502571105957,479,1024,15,491520,-5.339941239356994,-0.003988858958473429,0.05936279296875,0.2,0.48848432302474976,140,150.71139526367188,0.001,417.12234258651733,0.007221724,0.9190609455108643
201.52379035949707,514,1019,16,524288,-5.327781867980957,-0.004555728050763719,0.054559326171875,0.2,0.46882200241088867,150,259.8066101074219,0.001,612.4314025878906,0.0072781886,0.9161984920501709
190.1697838306427,549,1013,17,557056,-5.3190516263246534,-0.004475129062484484,0.04317626953125,0.2,0.4769383668899536,160,223.43458557128906,0.001,580.7390611648559,0.0065984474,0.9153146743774414
207.1538383960724,584,1008,18,589824,-5.312538543343544,-0.004624661504203686,0.0536651611328125,0.2,0.4947928190231323,170,262.4341735839844,0.001,687.4316856384278,0.007262756,0.9129177331924438
310.8635494709015,621,1001,19,622592,-5.301375767588615,-0.005192767777043627,0.065277099609375,0.2,0.5125350952148438,180,352.08349609375,0.001,734.4592416763305,0.007260539,0.910386323928833
235.99333930015564,657,996,20,655360,-5.289937159419059,-0.00409104885184206,0.035968017578125,0.2,0.4715902805328369,190,304.83209228515625,0.001,916.4098155975341,0.0058626737,0.9079437255859375
282.70558643341064,695,989,21,688128,-5.28108582496643,-0.004201224011922022,0.04237060546875,0.2,0.4966377019882202,200,386.3709411621094,0.001,792.0849245071411,0.0068537155,0.9063082933425903
330.39246559143066,733,983,22,720896,-5.275952222943306,-0.004194341278343927,0.042730712890625,0.2,0.507201224565506,210,328.65386962890625,0.001,729.7179754257202,0.0060837893,0.9060075283050537
291.2431707382202,771,976,23,753664,-5.268086078763008,-0.0039236822522070725,0.0372039794921875,0.2,0.49058037996292114,220,359.94122314453125,0.001,771.3746128082275,0.0055631883,0.9025179743766785
302.12530422210693,810,970,24,786432,-5.251734945178032,-0.004274451559467707,0.0473297119140625,0.2,0.45181500911712646,230,348.935791015625,0.001,894.3471630096435,0.0064695235,0.8987331390380859
313.1658754348755,848,965,25,819200,-5.23483906686306,-0.004792263756098691,0.0462493896484375,0.2,0.455940842628479,240,317.9590148925781,0.001,818.3419178009033,0.0063079335,0.8952938318252563
