time/time_elapsed,time/iterations,time/fps,rew_vec_envs,time/total_timesteps,train/value_loss,train/learning_rate,train/loss,train/approx_kl,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/std,train/entropy_loss
390,12,1006,42.41198182106018,393216,1.3037388553842901,0.001,0.4261394441127777,0.024378533,0.27857666015625,0.2,-0.015491497543553123,110,0.8421580046415329,0.9123916029930115,-5.313047473877669
419,13,1016,43.08563578128815,425984,1.5420793793164194,0.001,0.6101510524749756,0.02488881,0.265545654296875,0.2,-0.014834672436336405,120,0.8508513569831848,0.9070054888725281,-5.287444317340851
450,14,1019,39.16798537969589,458752,1.299748430494219,0.001,0.40353551506996155,0.027094232,0.27994384765625,0.2,-0.013806015369482338,130,0.8642289489507675,0.9006307125091553,-5.259110808372498
479,15,1025,29.428670585155487,491520,1.2683537042699755,0.001,0.274387001991272,0.030000234,0.2858795166015625,0.2,-0.01766541755605431,140,0.8996372371912003,0.8940180540084839,-5.22492688074708
511,16,1025,36.97273889183998,524288,1.493054160196334,0.001,0.35851070284843445,0.029422935,0.2987884521484375,0.2,-0.019519886324269466,150,0.8849853575229645,0.8861591219902039,-5.18674069866538
540,17,1030,38.86533713340759,557056,1.1598541786894203,0.001,0.30385923385620117,0.033411134,0.30289306640625,0.2,-0.018583875521653682,160,0.9214882329106331,0.8764982223510742,-5.16112579703331
568,18,1036,31.866225838661194,589824,1.1124956564046442,0.001,0.35188156366348267,0.029617462,0.30885009765625,0.2,-0.02002707470965106,170,0.9324491992592812,0.8700542449951172,-5.11922999098897
596,19,1044,40.69035494327545,622592,1.1704359690658748,0.001,0.3239177465438843,0.032044806,0.31424560546875,0.2,-0.0201714276416169,180,0.9282683059573174,0.8608649969100952,-5.0797154501080515
626,20,1046,46.35505497455597,655360,338.16458781342953,0.001,1.1681323051452637,0.019855762,0.2335205078125,0.2,-0.009469412940961774,190,0.11322140693664551,0.8498951196670532,-5.039562700688839
654,21,1051,34.85706663131714,688128,171.929875398241,0.001,3.1045100688934326,0.022438306,0.22237548828125,0.2,-0.01397648202473647,200,0.5493255257606506,0.8446933031082153,-4.988674861192703
684,22,1053,32.70221197605133,720896,278.43058211803435,0.001,431.86358642578125,0.02396308,0.2272613525390625,0.2,-0.012323444174398901,210,0.5888838171958923,0.8410733938217163,-4.978165870159865
712,23,1057,60.4793963432312,753664,2.5489885022863747,0.001,0.6584208011627197,0.040743593,0.364727783203125,0.2,-0.021129599498090103,220,0.8976176604628563,0.8327757120132446,-4.945762189477682
741,24,1061,46.45546418428421,786432,2.4309286028146744,0.001,0.5924863219261169,0.040302955,0.3448577880859375,0.2,-0.022212789400145993,230,0.908204585313797,0.8266425132751465,-4.920730841159821
769,25,1064,30.92484474182129,819200,15.043418140150607,0.001,0.4832989573478699,0.04994923,0.36292724609375,0.2,-0.013810570046189241,240,0.7546544075012207,0.8246859312057495,-4.8988828480243685
798,26,1067,47.28963702917099,851968,205.86863331459463,0.001,19.398183822631836,0.035829283,0.3181915283203125,0.2,-0.008771521751623369,250,0.23961931467056274,0.8195709586143494,-4.872777383774519
827,27,1069,58.97529113292694,884736,19.773468907549976,0.001,2.28035306930542,0.026340468,0.2702545166015625,0.2,-0.012143067071156111,260,0.7861320823431015,0.8164668679237366,-4.865676267445087
857,28,1069,43.52985620498657,917504,98.40581557676197,0.001,2.279989719390869,0.041962173,0.3002471923828125,0.2,-0.011694561404874548,270,0.719734251499176,0.8143765926361084,-4.844614116847515
887,29,1071,152.7046256661415,950272,51.068141121044754,0.001,2.46398663520813,0.024092056,0.2210540771484375,0.2,-0.013133632470999145,280,0.6496955156326294,0.8092175126075745,-4.836742727458477
916,30,1072,33.075469613075256,983040,170.26384051963686,0.001,1.151453971862793,0.039934736,0.3267822265625,0.2,-0.011465400574888918,290,0.49019938707351685,0.8061414957046509,-4.8132047832012175
947,31,1072,45.91778063774109,1015808,31.34252933114767,0.001,27.93010139465332,0.02631063,0.2601959228515625,0.2,-0.009789109937628382,300,0.7331339716911316,0.8060135245323181,-4.809558684378862
976,32,1074,52.54122340679169,1048576,7.0819201156497,0.001,1.2905831336975098,0.052310064,0.38897705078125,0.2,-0.016624872403917836,310,0.871841236948967,0.7996268272399902,-4.796761807054281
