time/iterations,time/total_timesteps,rew_vec_envs,time/time_elapsed,time/fps,train/clip_fraction,train/loss,train/approx_kl,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/clip_range,train/std,train/value_loss
143,4685824,257.0673520565033,7030,666,0.178033447265625,383.7903137207031,0.016402587,0.001,1420,-0.008967901385040023,-2.8826935619115828,0.5823812782764435,0.2,0.5011981725692749,1056.895573425293
144,4718592,310.44881772994995,7090,665,0.1640869140625,361.6188049316406,0.016707264,0.001,1430,-0.01002411777008092,-2.873092456161976,0.605318158864975,0.2,0.5005477666854858,1155.994709777832
145,4751360,384.54338216781616,7152,664,0.172906494140625,280.0450134277344,0.014108032,0.001,1440,-0.00992772705067182,-2.850962261855602,0.6032772660255432,0.2,0.4974048435688019,1080.7707355499267
146,4784128,483.3788814544678,7216,662,0.1706207275390625,337.59356689453125,0.019281596,0.001,1450,-0.009288938216923271,-2.8231258749961854,0.5473796129226685,0.2,0.4933141767978668,1060.2050815582274
147,4816896,379.2870969772339,7277,661,0.20770263671875,311.08624267578125,0.016400494,0.001,1460,-0.009189391293330119,-2.8040825873613358,0.5934986770153046,0.2,0.4926597476005554,1008.4317699432373
148,4849664,353.8846173286438,7337,660,0.18604736328125,369.6275939941406,0.017297871,0.001,1470,-0.009864612456294709,-2.803839583694935,0.5755198895931244,0.2,0.4928104281425476,1093.1457469940185
149,4882432,394.1292200088501,7396,660,0.2190338134765625,409.3515930175781,0.019440427,0.001,1480,-0.008792972183437086,-2.794367139041424,0.597393661737442,0.2,0.49126675724983215,1088.9599208831787
150,4915200,327.23672437667847,7456,659,0.2004608154296875,314.9196472167969,0.02091628,0.001,1490,-0.008866104259504936,-2.7821214139461516,0.5672280788421631,0.2,0.4900105595588684,1057.3632053375245
151,4947968,393.30091619491577,7513,658,0.1731597900390625,345.6253356933594,0.018115452,0.001,1500,-0.009820040671911556,-2.7607973903417586,0.5590251386165619,0.2,0.48625344038009644,1191.2975105285645
152,4980736,341.3528664112091,7576,657,0.2148681640625,380.3329772949219,0.021801222,0.001,1510,-0.0073645633790874855,-2.73411852568388,0.5342272520065308,0.2,0.48382049798965454,1004.48974609375
153,5013504,358.38674545288086,7637,656,0.1925201416015625,330.0102233886719,0.018682757,0.001,1520,-0.00998000322142616,-2.7132781863212587,0.6166579723358154,0.2,0.4819048047065735,1045.572724533081
