time/fps,time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,train/approx_kl,train/entropy_loss,train/clip_fraction,train/n_updates,train/std,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance
545,1703936,132.38108682632446,3126,104,0.0067471564,-5.001767779141664,0.055999755859375,1030,0.8469074964523315,107.04727172851562,-0.0018711990718657035,0.2,0.0001,336.51643352508546,0.6986783146858215
544,1720320,109.55951738357544,3161,105,0.0069529107,-4.9872960045933725,0.0670654296875,1040,0.8424174785614014,129.2925567626953,-0.0022045068108127452,0.2,0.0001,262.53957945108414,0.6241754293441772
543,1736704,118.94071102142334,3194,106,0.0047477074,-4.9767489835619925,0.046185302734375,1050,0.8427184224128723,91.39392852783203,-0.0007443665117534692,0.2,0.0001,345.90634014606474,0.6639139354228973
542,1753088,126.967782497406,3229,107,0.0053375876,-4.975286473333836,0.04483642578125,1060,0.8412880897521973,90.52567291259766,-0.0017176195995489251,0.2,0.0001,306.8624545574188,0.6834321022033691
542,1769472,143.78233766555786,3262,108,0.005666401,-4.968387991189957,0.04425048828125,1070,0.8399157524108887,286.66802978515625,-0.0014291652362771856,0.2,0.0001,370.5721732854843,0.747271329164505
541,1785856,155.34321212768555,3295,109,0.005623551,-4.954104965180159,0.054974365234375,1080,0.8357045650482178,145.0250244140625,-0.0022959410778639723,0.2,0.0001,301.8313913583755,0.7262026965618134
541,1802240,130.5369143486023,3327,110,0.0057268473,-4.93621722087264,0.055731201171875,1090,0.8323699235916138,125.15418243408203,-0.0033468515601271067,0.2,0.0001,427.50788004398345,0.7310696542263031
541,1818624,146.5624499320984,3361,111,0.006036158,-4.918127601593733,0.061279296875,1100,0.8280917406082153,285.77386474609375,-0.0025983303585235262,0.2,0.0001,410.5862140893936,0.699034571647644
540,1835008,80.16361618041992,3395,112,0.0051656947,-4.905896750092507,0.051544189453125,1110,0.826848030090332,165.1918487548828,-0.0022725265624103487,0.2,0.0001,344.3376997351646,0.7388322055339813
539,1851392,187.88462734222412,3428,113,0.0055494728,-4.902165129035711,0.053497314453125,1120,0.8271763324737549,121.98127746582031,-0.002248019606759044,0.2,0.0001,414.36239006519315,0.6732901334762573
539,1867776,105.68806457519531,3462,114,0.0051845443,-4.897424176335335,0.0400146484375,1130,0.8250687718391418,184.35043334960938,-0.001516083183923911,0.2,0.0001,376.70791693925855,0.7363952398300171
538,1884160,248.40113830566406,3496,115,0.005424831,-4.891008748114109,0.059197998046875,1140,0.8245965242385864,113.79290771484375,-0.0024975847540190444,0.2,0.0001,377.95025844573973,0.6911601722240448
538,1900544,177.0129837989807,3529,116,0.0052962843,-4.883418338745832,0.048681640625,1150,0.8217224478721619,278.84307861328125,-0.0020957556727807967,0.2,0.0001,520.2466633319855,0.6874319314956665
537,1916928,222.11653804779053,3563,117,0.00540043,-4.8695233196020125,0.053509521484375,1160,0.8196103572845459,84.17188262939453,-0.002059267816366628,0.2,0.0001,398.97813711166384,0.7204106748104095
537,1933312,126.54175806045532,3597,118,0.0073408084,-4.853431003540754,0.0609619140625,1170,0.815108597278595,78.9483413696289,-0.0020518924689895356,0.2,0.0001,346.98646223545074,0.7943482846021652
536,1949696,223.78396034240723,3631,119,0.006066964,-4.833086812496186,0.05042724609375,1180,0.8109726309776306,155.9676513671875,-0.003322607969857927,0.2,0.0001,527.1344089984893,0.7519871145486832
536,1966080,231.01740026474,3667,120,0.0064233956,-4.813534896075725,0.059246826171875,1190,0.8077932596206665,355.4727783203125,-0.0033438603106333174,0.2,0.0001,518.2056622982025,0.7041132152080536
535,1982464,49.529558181762695,3702,121,0.0056809057,-4.8040163613855835,0.0544189453125,1200,0.8074172735214233,161.81552124023438,-0.002695064056388219,0.2,0.0001,451.5078854084015,0.7471123337745667
534,1998848,176.23331451416016,3738,122,0.005475212,-4.797845835238695,0.048199462890625,1210,0.8053162097930908,101.87336730957031,-0.001990440777808544,0.2,0.0001,484.14954843521116,0.6686881482601166
534,2015232,139.8679337501526,3773,123,0.004442742,-4.784865186363459,0.03355712890625,1220,0.8026300668716431,119.83714294433594,-0.001343389330577338,0.2,0.0001,450.33436527252195,0.7331500351428986
