time/iterations,time/fps,time/time_elapsed,rew_vec_envs,time/total_timesteps,train/value_loss,train/clip_range,train/approx_kl,train/learning_rate,train/std,train/explained_variance,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/loss
141,817,5648,67.98290085792542,4620288,78375.81284637451,0.2,0.0053180745,0.001,0.4374174475669861,0.3501003384590149,0.0342315673828125,1400,-0.004575030864725704,-2.337033398449421,75056.7265625
142,816,5701,1770.4030879735947,4653056,98622.76794281005,0.2,0.006054381,0.001,0.43603745102882385,0.31973135471343994,0.03768310546875,1410,-0.004937624365265947,-2.330333358421922,132723.1875
143,814,5750,854.337221622467,4685824,71877.0992729187,0.2,0.0060418434,0.001,0.4341062307357788,0.28278833627700806,0.03511962890625,1420,-0.004285972077195765,-2.316593236848712,2977.931640625
144,813,5801,162.13379418849945,4718592,101111.91446266175,0.2,0.0057202815,0.001,0.43263667821884155,0.30452996492385864,0.0362060546875,1430,-0.004423196416973951,-2.299841025099158,26094.78125
145,811,5852,256.31376522779465,4751360,82132.7551513672,0.2,0.0070751514,0.001,0.4322988986968994,0.306318461894989,0.0476959228515625,1440,-0.005305648668218055,-2.2906416431069374,48973.96484375
146,810,5905,1507.4638948440552,4784128,86066.79248428345,0.2,0.0063754367,0.001,0.4317602813243866,0.4213586449623108,0.0387176513671875,1450,-0.00462446466590336,-2.2864385772496463,25279.8125
147,808,5959,232.53123891353607,4816896,105280.56498641967,0.2,0.0057462733,0.001,0.4307118058204651,0.3513076901435852,0.031842041015625,1460,-0.004325378887006082,-2.277908229082823,30021.80859375
148,802,6043,592.4625750780106,4849664,71729.31949234009,0.2,0.0048289956,0.001,0.429979145526886,0.3579629063606262,0.027191162109375,1470,-0.0036839814280028803,-2.26941163726151,5123.41650390625
149,796,6132,2844.833244562149,4882432,142702.59270324706,0.2,0.0063486053,0.001,0.42881810665130615,0.3502216339111328,0.048828125,1480,-0.0053601556344801795,-2.2601625334471462,43403.33203125
150,791,6206,8.076277762651443,4915200,180045.09906158448,0.2,0.0051630307,0.001,0.42804667353630066,0.3267819881439209,0.0281646728515625,1490,-0.004199198139394867,-2.2507277470082045,7057.123046875
151,787,6281,374.78095519542694,4947968,54024.11492042542,0.2,0.0065916236,0.001,0.4261133074760437,0.4871986508369446,0.048687744140625,1500,-0.0055025191828463,-2.2393950752913954,5284.4716796875
152,782,6367,278.9471783041954,4980736,76465.4443260193,0.2,0.0052589467,0.001,0.42518705129623413,0.3643014430999756,0.0303436279296875,1510,-0.00439008939993073,-2.226463397964835,11733.84375
153,777,6452,-102.3833999633789,5013504,64354.80308761597,0.2,0.0052446686,0.001,0.42443978786468506,0.37459659576416016,0.034893798828125,1520,-0.0050665035560086835,-2.218388794362545,5075.57373046875
