time/time_elapsed,rew_vec_envs,time/total_timesteps,time/fps,time/iterations,train/clip_range,train/loss,train/entropy_loss,train/n_updates,train/clip_fraction,train/std,train/explained_variance,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/learning_rate
429,25.02378225326538,229376,533,14,0.2,0.46778175234794617,-5.568389832228422,130,0.082086181640625,0.9734116792678833,0.7314728498458862,0.0068869162,1.4900359782623127,-0.002373972867644625,0.0001
460,34.251752614974976,245760,533,15,0.2,1.345226764678955,-5.565453670546413,140,0.0967529296875,0.973508358001709,0.7119916677474976,0.008048585,1.5827723259106279,-0.0037123075209819943,0.0001
491,26.81388783454895,262144,533,16,0.2,0.7161186337471008,-5.5711217883974316,150,0.076788330078125,0.975217342376709,0.7122289836406708,0.008032766,2.3058372016530484,-0.002868808869516215,0.0001
521,30.801548719406128,278528,533,17,0.2,1.1552613973617554,-5.569137547910214,160,0.09320068359375,0.9736637473106384,0.7221274375915527,0.008697223,1.9699531842954456,-0.0036520380399451824,0.0001
551,37.76327729225159,294912,534,18,0.2,0.9651118516921997,-5.553756341710686,170,0.087469482421875,0.9682210683822632,0.7560033649206161,0.007891775,1.6454136698972435,-0.0023858414399001047,0.0001
583,29.740098237991333,311296,533,19,0.2,0.8351545333862305,-5.544582090899349,180,0.089031982421875,0.9681682586669922,0.7470078766345978,0.0071209,1.8636604986619205,-0.002577657741130679,0.0001
618,40.11331653594971,327680,530,20,0.2,0.8731744289398193,-5.531145455315709,190,0.086907958984375,0.9631397724151611,0.7249722480773926,0.008017238,1.853588140103966,-0.0014295633368419658,0.0001
652,31.594855785369873,344064,527,21,0.2,0.7773640155792236,-5.51453139744699,200,0.0966064453125,0.9592509269714355,0.7602276653051376,0.008414166,1.6617102142889053,-0.0025572331505827606,0.0001
688,36.74376320838928,360448,523,22,0.2,0.7086703181266785,-5.501843941956759,210,0.115338134765625,0.9569978713989258,0.7772186696529388,0.010242314,1.7555207900470122,-0.0038150211476022378,0.0001
721,36.548094272613525,376832,522,23,0.2,0.9445626735687256,-5.495690040290356,220,0.1146484375,0.9553642272949219,0.29748982191085815,0.009967129,16.077448125509544,-0.002273837924894906,0.0001
754,58.81076169013977,393216,521,24,0.2,9.85805892944336,-5.4898114759475,230,0.105364990234375,0.954459011554718,0.3718111515045166,0.010126345,35.178745509777215,-0.0017843587534116523,0.0001
787,36.40358233451843,409600,520,25,0.2,6.325250148773193,-5.487574445456266,240,0.094378662109375,0.9547989368438721,0.6306691765785217,0.008772161,8.832846375741065,-0.0021909692344706856,0.0001
820,36.29513335227966,425984,519,26,0.2,1.1087276935577393,-5.485833688825369,250,0.11513671875,0.9525318145751953,0.31513798236846924,0.009222975,42.75030567836948,-0.001519408018248214,0.0001
853,36.39277768135071,442368,518,27,0.2,1.1264011859893799,-5.4842353872954845,260,0.1079833984375,0.9552879929542542,0.8341121524572372,0.008043317,2.2973417651839556,-0.000986862292575097,0.0001
890,36.35176229476929,458752,515,28,0.2,1.251250982284546,-5.460147041454912,270,0.119873046875,0.9450691938400269,0.8403614163398743,0.008676384,1.7658328959252685,-0.0016374574336623482,0.0001
921,38.460909366607666,475136,515,29,0.2,1.19054114818573,-5.448183744773269,280,0.094970703125,0.9460051655769348,0.385581910610199,0.008003158,35.05473530697636,-0.001432576039678679,0.0001
954,38.86563587188721,491520,515,30,0.2,1.2746046781539917,-5.4434200372546915,290,0.09388427734375,0.9423133134841919,0.2975860834121704,0.009078499,67.111276691081,-0.0016738420335059346,0.0001
987,39.91482949256897,507904,514,31,0.2,318.5811462402344,-5.433320410177112,300,0.0513427734375,0.9417821168899536,0.3477124571800232,0.0071590943,147.7506481513381,-0.002043884622571568,0.0001
1021,82.62305545806885,524288,513,32,0.2,60.76100158691406,-5.435106253251433,310,0.11072998046875,0.9442200660705566,0.434323251247406,0.010214234,130.06181055875496,-0.0026372283930868436,0.0001
1054,42.27687668800354,540672,512,33,0.2,12.400736808776855,-5.430023541301489,320,0.094000244140625,0.9390009045600891,0.7204128503799438,0.008308642,32.673442078195514,-0.0014176928756569397,0.0001
1090,56.633652448654175,557056,510,34,0.2,6.291745185852051,-5.416990977153182,330,0.137628173828125,0.9394399523735046,0.4980084300041199,0.009824625,54.97698904424906,-0.0014317386886887108,0.0001
1127,96.30417823791504,573440,508,35,0.2,12.378644943237305,-5.415203357860446,340,0.084014892578125,0.9370080828666687,0.6942729353904724,0.007833349,63.25213350653648,-0.0014843468112758274,0.0001
1165,83.18113708496094,589824,506,36,0.2,23.69244956970215,-5.406213771179319,350,0.07548828125,0.9354215264320374,0.4247053265571594,0.008212508,165.5251572716981,-0.001504847143223742,0.0001
1202,113.33903002738953,606208,503,37,0.2,82.2308578491211,-5.40195020660758,360,0.079754638671875,0.9354904890060425,0.656032383441925,0.008741821,132.25440967455506,-0.0016963295552159252,0.0001
1240,103.18991780281067,622592,501,38,0.2,5.7674784660339355,-5.4010694053024055,370,0.081219482421875,0.9337708353996277,0.6463525891304016,0.008308177,151.71568977683782,-0.001502177553720685,0.0001
1278,45.827101707458496,638976,499,39,0.2,4.423972129821777,-5.395176609605551,380,0.077044677734375,0.9341297149658203,0.7370834946632385,0.008815814,87.84890118800104,-0.000984527276341396,0.0001
1317,101.8243498802185,655360,497,40,0.2,51.80632400512695,-5.384580743312836,390,0.101824951171875,0.9288406372070312,0.6357668042182922,0.0089456,81.65505321025849,-0.0015839467901059834,0.0001
1355,137.37589836120605,671744,495,41,0.2,14.269405364990234,-5.365486535802484,400,0.0889892578125,0.9244123101234436,0.6017753481864929,0.0095493635,150.6926244981587,-0.0018599876666030469,0.0001
1391,59.070735931396484,688128,494,42,0.2,91.20781707763672,-5.356726950779557,410,0.048193359375,0.9251447319984436,0.5682396590709686,0.005975864,282.4410705626011,-0.0019300674647638517,0.0001
1425,94.07310724258423,704512,494,43,0.2,791.6597900390625,-5.3569755900651215,420,0.06727294921875,0.924700915813446,0.597307562828064,0.00764734,171.10462842807175,-0.001801517246531148,0.0001
1459,65.3234076499939,720896,493,44,0.2,10.0462646484375,-5.34269881658256,430,0.09669189453125,0.9208645224571228,0.6574683785438538,0.007978706,157.2886361308396,-0.0017525687727356853,0.0001
1494,46.709763050079346,737280,493,45,0.2,10.1195707321167,-5.327580687403679,440,0.1181640625,0.917361319065094,0.6951189935207367,0.009258049,84.35362759083509,-0.0009325528863428189,0.0001
1529,52.133544921875,753664,492,46,0.2,25.233318328857422,-5.308911526203156,450,0.07601318359375,0.9137760996818542,0.676233172416687,0.007187033,112.64473389834166,-0.0010943980548745458,0.0001
1563,96.59754467010498,770048,492,47,0.2,11.925046920776367,-5.288193496689201,460,0.099163818359375,0.906562089920044,0.6112138032913208,0.008771409,133.08654186427594,-0.0027175127187547333,0.0001
1598,80.78378343582153,786432,492,48,0.2,44.11500549316406,-5.278728212416172,470,0.0917236328125,0.9107869863510132,0.5196618735790253,0.007709635,190.3242788285017,-0.0017642463310039603,0.0001
1632,105.09982776641846,802816,491,49,0.2,84.2347183227539,-5.293827066197991,480,0.092010498046875,0.9128110408782959,0.5374403297901154,0.0089820605,244.16411224752665,-0.002297797234314203,0.0001
1669,143.2002625465393,819200,490,50,0.2,388.83697509765625,-5.303054861351848,490,0.07125244140625,0.9147350788116455,0.5832259953022003,0.007529295,313.6639119833708,-0.0017534641583552002,0.0001
1707,55.626795291900635,835584,489,51,0.2,23.207090377807617,-5.301543851941824,500,0.09962158203125,0.9129745960235596,0.6325254440307617,0.0077484227,151.28760464936494,-0.0016586291857493053,0.0001
1743,55.592318534851074,851968,488,52,0.2,116.96643829345703,-5.289619256556034,510,0.090875244140625,0.9088400602340698,0.5618900954723358,0.00811613,216.3098429992795,-0.002155512186936903,0.0001
1778,78.23666381835938,868352,488,53,0.2,95.89800262451172,-5.266338513419032,520,0.087176513671875,0.9034326672554016,0.5919764041900635,0.008219422,266.1559959501028,-0.0037228177373435757,0.0001
1813,69.67606115341187,884736,487,54,0.2,35.63174819946289,-5.249158596992492,530,0.123541259765625,0.9004002213478088,0.5462115705013275,0.00953894,122.6163278773427,-0.0026281728677531647,0.0001
1846,65.78830862045288,901120,488,55,0.2,8.744507789611816,-5.2340844448655846,540,0.133770751953125,0.8966337442398071,0.5512268543243408,0.008321194,100.11609107032419,0.0004718761247204384,0.0001
1880,52.05562877655029,917504,487,56,0.2,15.239212036132812,-5.226333302631974,550,0.09439697265625,0.897447943687439,0.6148675382137299,0.008121686,117.36475179716945,-0.0013984654498017334,0.0001
1913,57.06466579437256,933888,487,57,0.2,29.520631790161133,-5.231433858722449,560,0.139837646484375,0.8993959426879883,0.5653899908065796,0.010992417,70.47283565402032,0.00018530131555962725,0.0001
1949,106.06163358688354,950272,487,58,0.2,2.8042900562286377,-5.225943911075592,570,0.1342529296875,0.8964147567749023,0.6184934675693512,0.010267176,29.685531882569194,0.0012895133976599028,0.0001
1983,163.4007339477539,966656,487,59,0.2,9.500001907348633,-5.219435490295291,580,0.0528076171875,0.8956793546676636,0.2743017077445984,0.0052585676,254.91676150262356,-0.0015685805017710663,0.0001
2019,-50.16488313674927,983040,486,60,0.2,23.767154693603516,-5.2203230652958155,590,0.075506591796875,0.8966802954673767,0.5325960516929626,0.0060418854,162.50847331658005,-0.0010953401020742603,0.0001
2057,104.29371690750122,999424,485,61,0.2,504.0163879394531,-5.217468207702041,600,0.09248046875,0.8941106796264648,0.4961734414100647,0.010222033,277.05314705073835,-0.0025276787298025736,0.0001
2091,157.16143560409546,1015808,485,62,0.2,19.51743507385254,-5.215588043257594,610,0.077197265625,0.8957416415214539,0.5815108418464661,0.0062403353,168.34371267855167,-0.002176996908747242,0.0001
2124,85.1817512512207,1032192,485,63,0.2,17.18193817138672,-5.209662867709994,620,0.07496337890625,0.8922110795974731,0.6241980493068695,0.007101721,143.64559966102243,-0.0013888619564568216,0.0001
2157,65.00734615325928,1048576,485,64,0.2,18.525371551513672,-5.195803395286203,630,0.092633056640625,0.8908905982971191,0.6002306044101715,0.007059412,163.36913022845982,-0.0008457881031517899,0.0001
2192,105.19161128997803,1064960,485,65,0.2,17.13603401184082,-5.190538241714239,640,0.082379150390625,0.8880047798156738,0.6179104447364807,0.007669403,132.3675745934248,-0.0009280855635097396,0.0001
2227,51.60412311553955,1081344,485,66,0.2,22.82486343383789,-5.177119703218341,650,0.10946044921875,0.8846406936645508,0.5768560171127319,0.010450642,168.16222991347314,-0.002367238771330449,0.0001
2260,61.39249897003174,1097728,485,67,0.2,46.071556091308594,-5.166764885559678,660,0.041326904296875,0.8833515644073486,0.5643624067306519,0.0058711907,335.79119843542577,-0.0012666810366681602,0.0001
2293,107.56299638748169,1114112,485,68,0.2,21.7542781829834,-5.154582614824176,670,0.095306396484375,0.8800771236419678,0.6056143343448639,0.0077166883,100.80636477768421,-0.0014809950779635984,0.0001
2327,110.8028826713562,1130496,485,69,0.2,30.050670623779297,-5.141253781318665,680,0.073779296875,0.8768702149391174,0.5491209626197815,0.008650977,310.41592652201655,-0.0020429877880815185,0.0001
2361,193.44179439544678,1146880,485,70,0.2,148.45428466796875,-5.119996621832252,690,0.07008056640625,0.8708030581474304,0.6111857295036316,0.0064448332,289.3291368931532,-0.002234283173493168,0.0001
2396,28.483578205108643,1163264,485,71,0.2,75.03175354003906,-5.107113092020154,700,0.075390625,0.8729405403137207,0.6527100205421448,0.0073846374,257.4518751382828,-0.0008612491992607829,0.0001
2431,307.592013835907,1179648,485,72,0.2,41.7573127746582,-5.113350122794509,710,0.075146484375,0.8733341693878174,0.6314030885696411,0.0070338966,227.81959355771542,-0.0011327442534820875,0.0001
2467,108.17120122909546,1196032,484,73,0.2,183.41551208496094,-5.113597748056054,720,0.06055908203125,0.8723258376121521,0.6587963104248047,0.006256884,345.4232682555914,-0.0022695836931234227,0.0001
2503,74.06452941894531,1212416,484,74,0.2,29.923124313354492,-5.102269217371941,730,0.07001953125,0.869206964969635,0.6172664165496826,0.00816317,401.3571795761585,-0.0027785841552940838,0.0001
2539,215.28786849975586,1228800,483,75,0.2,122.59991455078125,-5.090134371072054,740,0.094390869140625,0.8677747845649719,0.7416849136352539,0.007923073,146.44206158965827,-0.001768344259562582,0.0001
2576,161.97897052764893,1245184,483,76,0.2,40.01542282104492,-5.082203439995647,750,0.056463623046875,0.8653738498687744,0.6800311505794525,0.0067119882,227.08139345049858,-0.0013271357630856074,0.0001
2611,57.6564621925354,1261568,483,77,0.2,220.90626525878906,-5.06731754951179,760,0.038092041015625,0.8610737323760986,0.6726695895195007,0.0054538455,524.4862407267094,-0.002263551940814068,0.0001
2650,115.58539199829102,1277952,482,78,0.2,97.09248352050781,-5.06024654880166,770,0.085552978515625,0.8623495101928711,0.6797828674316406,0.0067826784,200.43246889412404,-0.0012817014023312368,0.0001
2687,146.279803276062,1294336,481,79,0.2,356.5491027832031,-5.059828357771039,780,0.061175537109375,0.8615860342979431,0.7335872948169708,0.0071209325,305.0460630565882,-0.002053945985085193,0.0001
2723,134.93770122528076,1310720,481,80,0.2,89.0336685180664,-5.051696046069265,790,0.041754150390625,0.8597964644432068,0.7488383650779724,0.0053663775,422.1263922989368,-0.0011045480035136279,0.0001
2757,86.04900360107422,1327104,481,81,0.2,82.7949447631836,-5.036485591158271,800,0.0734619140625,0.8543106317520142,0.6352527737617493,0.006888782,239.48613182902335,-0.001889480068712146,0.0001
2789,174.5304470062256,1343488,481,82,0.2,99.06505584716797,-5.014645704254508,810,0.079461669921875,0.8499442934989929,0.6856187283992767,0.008137779,268.8839386552572,-0.0016486943228301242,0.0001
2822,170.88865280151367,1359872,481,83,0.2,159.83346557617188,-5.001020165905357,820,0.067510986328125,0.8491932153701782,0.5649868845939636,0.00597045,329.844263279438,-0.0012807324322238855,0.0001
2856,115.40577793121338,1376256,481,84,0.2,102.62232208251953,-4.988318663835526,830,0.071832275390625,0.8441849946975708,0.6397006213665009,0.008545914,326.3221684336662,-0.0012613178206265729,0.0001
2889,144.09135055541992,1392640,481,85,0.2,69.77317810058594,-4.977219858393073,840,0.0589599609375,0.8465568423271179,0.6299320757389069,0.0058116377,347.54897159934046,-0.0021716042953812574,0.0001
2923,164.87974739074707,1409024,481,86,0.2,274.048095703125,-4.9757683169096705,850,0.065277099609375,0.8430787324905396,0.6308929622173309,0.0060563963,390.3414886087179,-0.0014723960176524996,0.0001
2956,188.94315767288208,1425408,482,87,0.2,350.3790283203125,-4.964680124819279,860,0.0549560546875,0.8414757251739502,0.6220933794975281,0.006255956,508.20855205655096,-0.0023916537732475264,0.0001
2990,199.90486860275269,1441792,482,88,0.2,278.4851379394531,-4.949434182792902,870,0.06322021484375,0.8366717100143433,0.7256362736225128,0.005807791,373.32248013615606,-0.0021997738365826082,0.0001
3024,73.16078472137451,1458176,482,89,0.2,57.14928436279297,-4.928505963459611,880,0.07957763671875,0.8327134847640991,0.6521226763725281,0.007602073,354.1104388773441,-0.002970394723524805,0.0001
3058,146.82206106185913,1474560,482,90,0.2,65.09223937988281,-4.905940376222134,890,0.0763427734375,0.8274635672569275,0.658417284488678,0.005341839,320.69311965703963,-0.0020039007342347757,0.0001
3092,108.14258766174316,1490944,482,91,0.2,119.02935028076172,-4.885922683775425,900,0.0845458984375,0.8242913484573364,0.7137327194213867,0.0070075514,344.3017828911543,-0.0022666947876132325,0.0001
3125,152.5975525379181,1507328,482,92,0.2,201.64666748046875,-4.872716234624386,910,0.04842529296875,0.8223780393600464,0.653909295797348,0.0059461026,410.15004360079763,-0.0014488881385659625,0.0001
3158,284.3965368270874,1523712,482,93,0.2,83.49861907958984,-4.869402245804667,920,0.063623046875,0.8232133388519287,0.7021222710609436,0.0076103974,372.88630982637403,-0.0015403786645038053,0.0001
3192,107.4094386100769,1540096,482,94,0.2,193.48634338378906,-4.858791956678033,930,0.075189208984375,0.8176208734512329,0.6805261969566345,0.0066030337,414.4691476166248,-0.0029926425731900963,0.0001
3227,139.383282661438,1556480,482,95,0.2,189.22242736816406,-4.844229400902987,940,0.062353515625,0.8163617253303528,0.6299687922000885,0.0071635395,593.8051204919815,-0.0018476739738616742,0.0001
3262,109.15585517883301,1572864,482,96,0.2,154.6112060546875,-4.825855043530464,950,0.07381591796875,0.8111640214920044,0.6580494046211243,0.007984633,252.19798682332038,-0.0007508624184083601,0.0001
3295,139.14096069335938,1589248,482,97,0.2,76.2554702758789,-4.806119569763541,960,0.0696533203125,0.8075371980667114,0.5515789985656738,0.006121267,549.9041919797659,-0.0019509279921294364,0.0001
3331,180.2686891555786,1605632,481,98,0.2,297.13751220703125,-4.7969964519143105,970,0.070819091796875,0.8075727224349976,0.7087301909923553,0.007923963,454.80673958063124,-0.002188458876844379,0.0001
3365,157.78555965423584,1622016,481,99,0.2,169.46630859375,-4.788887713849545,980,0.054058837890625,0.8041822910308838,0.7338071465492249,0.0068150284,521.4245269596577,-0.0018490786376787582,0.0001
3400,149.91972875595093,1638400,481,100,0.2,117.2212905883789,-4.781895894557238,990,0.06722412109375,0.805147111415863,0.7209088802337646,0.0067051817,378.4952441811562,-0.0015098012617727364,0.0001
3434,137.86067295074463,1654784,481,101,0.2,262.73028564453125,-4.787414215505123,1000,0.062701416015625,0.8067485094070435,0.6200440227985382,0.006275718,508.27057314515116,-0.0017768839201380616,0.0001
3468,111.96678876876831,1671168,481,102,0.2,176.3479461669922,-4.788365152850747,1010,0.068414306640625,0.8063116073608398,0.6678926050662994,0.006930274,400.1684131026268,-0.0015375966507235716,0.0001
3503,87.41759300231934,1687552,481,103,0.2,205.2021484375,-4.786415527015924,1020,0.0665771484375,0.8061467409133911,0.6521035134792328,0.0070480965,341.05460169315336,-0.001083891182224761,0.0001
3537,187.9956750869751,1703936,481,104,0.2,41.025108337402344,-4.781164096668363,1030,0.087762451171875,0.8042436838150024,0.6725437343120575,0.007931571,359.08239123523236,-0.0018040928795926448,0.0001
3572,173.26238751411438,1720320,481,105,0.2,75.45197296142578,-4.774235116317868,1040,0.084326171875,0.8033055663108826,0.7140532732009888,0.007948993,326.6726126343012,-0.0029164753965233103,0.0001
3606,159.29571151733398,1736704,481,106,0.2,63.751869201660156,-4.765493970364332,1050,0.087091064453125,0.8009777069091797,0.7126062214374542,0.008506446,339.2648648738861,-0.0022835924700302713,0.0001
3642,150.52667474746704,1753088,481,107,0.2,54.5004768371582,-4.763422939553857,1060,0.090667724609375,0.8012436628341675,0.769010603427887,0.008423276,345.48376720547674,-0.0016221162406509393,0.0001
3677,174.70541954040527,1769472,481,108,0.2,316.8642272949219,-4.758571100607514,1070,0.054229736328125,0.7996774911880493,0.7303397953510284,0.0066525713,461.2158422768116,-0.0011611877423092665,0.0001
3712,199.8034224510193,1785856,481,109,0.2,58.12470626831055,-4.753779678791761,1080,0.070831298828125,0.8006205558776855,0.7095973193645477,0.008951105,317.72672009170054,-0.0008104970120257349,0.0001
3751,210.78584241867065,1802240,480,110,0.2,62.44297790527344,-4.761562322452664,1090,0.093182373046875,0.8023139238357544,0.7536363154649734,0.008350975,361.7733792632818,-0.002704815557990514,0.0001
3787,104.86916422843933,1818624,480,111,0.2,476.3446350097656,-4.76383357308805,1100,0.05640869140625,0.8010612726211548,0.6561456322669983,0.0052854,534.3922689318657,-0.0014382808668415236,0.0001
3822,208.44701051712036,1835008,480,112,0.2,245.3487548828125,-4.759935888648033,1110,0.060052490234375,0.8009204864501953,0.6028892993927002,0.00680269,450.325339615345,-0.0009986391999518673,0.0001
3857,152.33048677444458,1851392,479,113,0.2,124.02465057373047,-4.755183568969369,1120,0.066668701171875,0.7995835542678833,0.7042412161827087,0.007825945,372.37750360667707,-0.0020619584167434367,0.0001
3893,139.8213152885437,1867776,479,114,0.2,93.72032165527344,-4.746231862530112,1130,0.07164306640625,0.798232913017273,0.6913218796253204,0.00736495,426.92503739893436,-0.0016033609950682147,0.0001
3929,172.28797388076782,1884160,479,115,0.2,66.82392120361328,-4.731056481972336,1140,0.0819091796875,0.7923731207847595,0.7044874727725983,0.007867585,537.286628895998,-0.0022120790448752815,0.0001
3965,217.20974397659302,1900544,479,116,0.2,49.54262924194336,-4.7129617430269715,1150,0.076263427734375,0.7918950915336609,0.6847182214260101,0.007199907,425.6044365644455,-0.0028420737569831546,0.0001
4004,212.654399394989,1916928,478,117,0.2,244.03981018066406,-4.701885824650526,1160,0.071160888671875,0.787749171257019,0.735755205154419,0.0058679106,411.7163689851761,-0.001788293963727483,0.0001
4041,228.6492657661438,1933312,478,118,0.2,239.95909118652344,-4.686350237578154,1170,0.070074462890625,0.785900354385376,0.6634480953216553,0.0063781613,538.6905615985394,-0.0014423077208448377,0.0001
4077,118.36075067520142,1949696,478,119,0.2,202.92581176757812,-4.6812724258750675,1180,0.0561279296875,0.7854408025741577,0.7280743420124054,0.0063026403,515.914851051569,-0.000630374590809879,0.0001
4113,227.84455728530884,1966080,477,120,0.2,136.07627868652344,-4.668304647505283,1190,0.07706298828125,0.7826212048530579,0.7062313854694366,0.0078114956,444.87641859054565,-0.0023401547741741524,0.0001
4150,280.4334816932678,1982464,477,121,0.2,78.8248519897461,-4.65699028968811,1200,0.089361572265625,0.7807316780090332,0.5881912410259247,0.008676782,481.43211098909376,-0.002480305785593373,0.0001
4186,322.53496074676514,1998848,477,122,0.2,133.8199920654297,-4.651222290843725,1210,0.07303466796875,0.7799776196479797,0.6184610724449158,0.008009791,516.7179470121861,-0.0016752381494370638,0.0001
4222,182.13331747055054,2015232,477,123,0.2,115.4904556274414,-4.648443647846579,1220,0.0672119140625,0.780359148979187,0.7272418439388275,0.008270824,478.94172689318657,-0.0014183411439262273,0.0001
